text,labels
127 281 [SEP] [MASK],281
160 123 [SEP] [MASK],160
308 129 [SEP] [MASK],308
31 285 [SEP] [MASK],285
228 14 [SEP] [MASK],228
189 37 [SEP] [MASK],189
308 275 [SEP] [MASK],308
263 317 [SEP] [MASK],317
241 234 [SEP] [MASK],241
316 194 [SEP] [MASK],316
156 95 [SEP] [MASK],156
11 272 [SEP] [MASK],272
169 279 [SEP] [MASK],279
145 51 [SEP] [MASK],145
303 186 [SEP] [MASK],303
40 280 [SEP] [MASK],280
172 226 [SEP] [MASK],226
34 277 [SEP] [MASK],277
96 162 [SEP] [MASK],162
83 299 [SEP] [MASK],299
5 174 [SEP] [MASK],174
298 156 [SEP] [MASK],298
289 301 [SEP] [MASK],301
116 304 [SEP] [MASK],304
109 309 [SEP] [MASK],309
270 81 [SEP] [MASK],270
142 242 [SEP] [MASK],242
257 17 [SEP] [MASK],257
213 301 [SEP] [MASK],301
56 328 [SEP] [MASK],328
238 201 [SEP] [MASK],238
312 153 [SEP] [MASK],312
196 164 [SEP] [MASK],196
120 312 [SEP] [MASK],312
68 136 [SEP] [MASK],136
340 84 [SEP] [MASK],340
121 153 [SEP] [MASK],153
307 180 [SEP] [MASK],307
96 238 [SEP] [MASK],238
267 270 [SEP] [MASK],270
324 1 [SEP] [MASK],324
272 67 [SEP] [MASK],272
257 126 [SEP] [MASK],257
285 75 [SEP] [MASK],285
261 213 [SEP] [MASK],261
28 268 [SEP] [MASK],268
103 157 [SEP] [MASK],157
299 137 [SEP] [MASK],299
214 31 [SEP] [MASK],214
36 224 [SEP] [MASK],224
65 332 [SEP] [MASK],332
238 253 [SEP] [MASK],253
79 148 [SEP] [MASK],148
141 284 [SEP] [MASK],284
314 256 [SEP] [MASK],314
90 111 [SEP] [MASK],111
151 300 [SEP] [MASK],300
222 322 [SEP] [MASK],322
212 25 [SEP] [MASK],212
155 50 [SEP] [MASK],155
186 68 [SEP] [MASK],186
232 148 [SEP] [MASK],232
327 259 [SEP] [MASK],327
216 120 [SEP] [MASK],216
177 255 [SEP] [MASK],255
278 216 [SEP] [MASK],278
40 319 [SEP] [MASK],319
75 137 [SEP] [MASK],137
94 234 [SEP] [MASK],234
334 232 [SEP] [MASK],334
298 93 [SEP] [MASK],298
142 217 [SEP] [MASK],217
12 325 [SEP] [MASK],325
75 27 [SEP] [MASK],75
269 204 [SEP] [MASK],269
176 249 [SEP] [MASK],249
225 61 [SEP] [MASK],225
98 274 [SEP] [MASK],274
164 20 [SEP] [MASK],164
193 261 [SEP] [MASK],261
260 77 [SEP] [MASK],260
38 129 [SEP] [MASK],129
239 22 [SEP] [MASK],239
278 20 [SEP] [MASK],278
191 283 [SEP] [MASK],283
277 34 [SEP] [MASK],277
221 299 [SEP] [MASK],299
10 39 [SEP] [MASK],39
251 306 [SEP] [MASK],306
219 203 [SEP] [MASK],219
308 77 [SEP] [MASK],308
196 83 [SEP] [MASK],196
284 202 [SEP] [MASK],284
316 110 [SEP] [MASK],316
183 55 [SEP] [MASK],183
311 115 [SEP] [MASK],311
332 34 [SEP] [MASK],332
236 142 [SEP] [MASK],236
162 255 [SEP] [MASK],255
173 233 [SEP] [MASK],233
37 76 [SEP] [MASK],76
212 308 [SEP] [MASK],308
260 303 [SEP] [MASK],303
147 151 [SEP] [MASK],151
138 54 [SEP] [MASK],138
257 151 [SEP] [MASK],257
141 185 [SEP] [MASK],185
259 266 [SEP] [MASK],266
57 289 [SEP] [MASK],289
40 178 [SEP] [MASK],178
170 92 [SEP] [MASK],170
139 43 [SEP] [MASK],139
182 182 [SEP] [MASK],182
184 179 [SEP] [MASK],184
276 38 [SEP] [MASK],276
206 86 [SEP] [MASK],206
303 237 [SEP] [MASK],303
112 107 [SEP] [MASK],112
189 180 [SEP] [MASK],189
145 104 [SEP] [MASK],145
253 93 [SEP] [MASK],253
249 203 [SEP] [MASK],249
319 277 [SEP] [MASK],319
325 109 [SEP] [MASK],325
13 218 [SEP] [MASK],218
69 207 [SEP] [MASK],207
167 140 [SEP] [MASK],167
15 53 [SEP] [MASK],53
126 202 [SEP] [MASK],202
336 132 [SEP] [MASK],336
84 52 [SEP] [MASK],84
166 151 [SEP] [MASK],166
165 130 [SEP] [MASK],165
19 45 [SEP] [MASK],45
280 327 [SEP] [MASK],327
218 178 [SEP] [MASK],218
41 179 [SEP] [MASK],179
101 231 [SEP] [MASK],231
17 165 [SEP] [MASK],165
123 230 [SEP] [MASK],230
71 179 [SEP] [MASK],179
200 253 [SEP] [MASK],253
198 118 [SEP] [MASK],198
16 140 [SEP] [MASK],140
331 279 [SEP] [MASK],331
4 314 [SEP] [MASK],314
164 52 [SEP] [MASK],164
133 230 [SEP] [MASK],230
227 319 [SEP] [MASK],319
8 213 [SEP] [MASK],213
183 92 [SEP] [MASK],183
56 213 [SEP] [MASK],213
312 112 [SEP] [MASK],312
283 86 [SEP] [MASK],283
178 214 [SEP] [MASK],214
67 327 [SEP] [MASK],327
244 335 [SEP] [MASK],335
52 54 [SEP] [MASK],54
182 66 [SEP] [MASK],182
257 228 [SEP] [MASK],257
170 13 [SEP] [MASK],170
195 189 [SEP] [MASK],195
258 232 [SEP] [MASK],258
54 223 [SEP] [MASK],223
102 290 [SEP] [MASK],290
321 139 [SEP] [MASK],321
254 306 [SEP] [MASK],306
118 39 [SEP] [MASK],118
215 239 [SEP] [MASK],239
54 13 [SEP] [MASK],54
28 200 [SEP] [MASK],200
236 292 [SEP] [MASK],292
320 204 [SEP] [MASK],320
328 73 [SEP] [MASK],328
206 44 [SEP] [MASK],206
275 270 [SEP] [MASK],275
217 164 [SEP] [MASK],217
125 265 [SEP] [MASK],265
208 255 [SEP] [MASK],255
98 115 [SEP] [MASK],115
184 115 [SEP] [MASK],184
19 251 [SEP] [MASK],251
305 26 [SEP] [MASK],305
55 282 [SEP] [MASK],282
130 215 [SEP] [MASK],215
83 274 [SEP] [MASK],274
152 203 [SEP] [MASK],203
7 21 [SEP] [MASK],21
50 332 [SEP] [MASK],332
254 306 [SEP] [MASK],306
256 220 [SEP] [MASK],256
95 127 [SEP] [MASK],127
209 82 [SEP] [MASK],209
339 83 [SEP] [MASK],339
14 51 [SEP] [MASK],51
171 243 [SEP] [MASK],243
22 30 [SEP] [MASK],30
73 252 [SEP] [MASK],252
291 191 [SEP] [MASK],291
245 285 [SEP] [MASK],285
276 285 [SEP] [MASK],285
108 32 [SEP] [MASK],108
335 159 [SEP] [MASK],335
241 242 [SEP] [MASK],242
49 297 [SEP] [MASK],297
198 4 [SEP] [MASK],198
14 172 [SEP] [MASK],172
105 209 [SEP] [MASK],209
109 266 [SEP] [MASK],266
99 132 [SEP] [MASK],132
147 154 [SEP] [MASK],154
76 242 [SEP] [MASK],242
167 6 [SEP] [MASK],167
147 82 [SEP] [MASK],147
234 317 [SEP] [MASK],317
27 109 [SEP] [MASK],109
271 41 [SEP] [MASK],271
116 318 [SEP] [MASK],318
297 187 [SEP] [MASK],297
168 220 [SEP] [MASK],220
254 286 [SEP] [MASK],286
228 113 [SEP] [MASK],228
45 102 [SEP] [MASK],102
240 205 [SEP] [MASK],240
45 187 [SEP] [MASK],187
240 102 [SEP] [MASK],240
231 95 [SEP] [MASK],231
64 157 [SEP] [MASK],157
310 135 [SEP] [MASK],310
188 172 [SEP] [MASK],188
309 89 [SEP] [MASK],309
102 340 [SEP] [MASK],340
130 101 [SEP] [MASK],130
93 300 [SEP] [MASK],300
30 110 [SEP] [MASK],110
148 258 [SEP] [MASK],258
254 31 [SEP] [MASK],254
81 226 [SEP] [MASK],226
162 151 [SEP] [MASK],162
194 204 [SEP] [MASK],204
188 319 [SEP] [MASK],319
104 220 [SEP] [MASK],220
44 253 [SEP] [MASK],253
250 264 [SEP] [MASK],264
228 177 [SEP] [MASK],228
66 317 [SEP] [MASK],317
45 336 [SEP] [MASK],336
326 271 [SEP] [MASK],326
73 165 [SEP] [MASK],165
230 290 [SEP] [MASK],290
237 8 [SEP] [MASK],237
108 147 [SEP] [MASK],147
191 111 [SEP] [MASK],191
138 140 [SEP] [MASK],140
258 272 [SEP] [MASK],272
219 278 [SEP] [MASK],278
216 97 [SEP] [MASK],216
28 273 [SEP] [MASK],273
75 332 [SEP] [MASK],332
171 170 [SEP] [MASK],171
46 84 [SEP] [MASK],84
266 281 [SEP] [MASK],281
126 112 [SEP] [MASK],126
216 215 [SEP] [MASK],216
193 53 [SEP] [MASK],193
321 223 [SEP] [MASK],321
68 9 [SEP] [MASK],68
83 29 [SEP] [MASK],83
290 204 [SEP] [MASK],290
269 269 [SEP] [MASK],269
293 280 [SEP] [MASK],293
189 145 [SEP] [MASK],189
144 186 [SEP] [MASK],186
303 327 [SEP] [MASK],327
241 249 [SEP] [MASK],249
138 113 [SEP] [MASK],138
96 283 [SEP] [MASK],283
145 224 [SEP] [MASK],224
264 212 [SEP] [MASK],264
239 55 [SEP] [MASK],239
198 82 [SEP] [MASK],198
78 58 [SEP] [MASK],78
163 247 [SEP] [MASK],247
333 273 [SEP] [MASK],333
89 135 [SEP] [MASK],135
158 239 [SEP] [MASK],239
149 98 [SEP] [MASK],149
291 126 [SEP] [MASK],291
170 199 [SEP] [MASK],199
285 64 [SEP] [MASK],285
105 67 [SEP] [MASK],105
310 82 [SEP] [MASK],310
30 49 [SEP] [MASK],49
216 207 [SEP] [MASK],216
196 316 [SEP] [MASK],316
59 70 [SEP] [MASK],70
199 226 [SEP] [MASK],226
156 251 [SEP] [MASK],251
66 197 [SEP] [MASK],197
249 322 [SEP] [MASK],322
236 166 [SEP] [MASK],236
182 15 [SEP] [MASK],182
173 67 [SEP] [MASK],173
233 24 [SEP] [MASK],233
275 240 [SEP] [MASK],275
288 231 [SEP] [MASK],288
322 38 [SEP] [MASK],322
303 53 [SEP] [MASK],303
35 81 [SEP] [MASK],81
165 134 [SEP] [MASK],165
318 217 [SEP] [MASK],318
122 8 [SEP] [MASK],122
97 255 [SEP] [MASK],255
146 196 [SEP] [MASK],196
30 276 [SEP] [MASK],276
193 247 [SEP] [MASK],247
297 194 [SEP] [MASK],297
294 42 [SEP] [MASK],294
231 116 [SEP] [MASK],231
214 181 [SEP] [MASK],214
298 41 [SEP] [MASK],298
236 144 [SEP] [MASK],236
31 89 [SEP] [MASK],89
45 187 [SEP] [MASK],187
56 175 [SEP] [MASK],175
71 22 [SEP] [MASK],71
279 28 [SEP] [MASK],279
86 145 [SEP] [MASK],145
113 289 [SEP] [MASK],289
277 92 [SEP] [MASK],277
139 291 [SEP] [MASK],291
102 260 [SEP] [MASK],260
220 144 [SEP] [MASK],220
281 153 [SEP] [MASK],281
103 308 [SEP] [MASK],308
14 310 [SEP] [MASK],310
269 203 [SEP] [MASK],269
336 240 [SEP] [MASK],336
64 9 [SEP] [MASK],64
135 115 [SEP] [MASK],135
175 240 [SEP] [MASK],240
84 271 [SEP] [MASK],271
274 155 [SEP] [MASK],274
243 309 [SEP] [MASK],309
203 207 [SEP] [MASK],207
76 15 [SEP] [MASK],76
244 209 [SEP] [MASK],244
181 236 [SEP] [MASK],236
99 26 [SEP] [MASK],99
315 317 [SEP] [MASK],317
208 185 [SEP] [MASK],208
317 179 [SEP] [MASK],317
244 230 [SEP] [MASK],244
56 81 [SEP] [MASK],81
225 1 [SEP] [MASK],225
114 166 [SEP] [MASK],166
123 207 [SEP] [MASK],207
157 70 [SEP] [MASK],157
153 164 [SEP] [MASK],164
317 74 [SEP] [MASK],317
167 22 [SEP] [MASK],167
181 286 [SEP] [MASK],286
302 80 [SEP] [MASK],302
213 66 [SEP] [MASK],213
39 291 [SEP] [MASK],291
145 174 [SEP] [MASK],174
323 189 [SEP] [MASK],323
319 264 [SEP] [MASK],319
38 267 [SEP] [MASK],267
57 215 [SEP] [MASK],215
281 277 [SEP] [MASK],281
37 175 [SEP] [MASK],175
283 206 [SEP] [MASK],283
78 11 [SEP] [MASK],78
16 298 [SEP] [MASK],298
168 57 [SEP] [MASK],168
122 218 [SEP] [MASK],218
267 268 [SEP] [MASK],268
254 38 [SEP] [MASK],254
22 291 [SEP] [MASK],291
240 119 [SEP] [MASK],240
258 256 [SEP] [MASK],258
115 172 [SEP] [MASK],172
304 332 [SEP] [MASK],332
319 110 [SEP] [MASK],319
318 251 [SEP] [MASK],318
6 121 [SEP] [MASK],121
49 264 [SEP] [MASK],264
103 73 [SEP] [MASK],103
11 124 [SEP] [MASK],124
234 229 [SEP] [MASK],234
35 179 [SEP] [MASK],179
188 203 [SEP] [MASK],203
168 302 [SEP] [MASK],302
46 10 [SEP] [MASK],46
159 249 [SEP] [MASK],249
85 240 [SEP] [MASK],240
32 299 [SEP] [MASK],299
236 142 [SEP] [MASK],236
257 155 [SEP] [MASK],257
83 91 [SEP] [MASK],91
278 15 [SEP] [MASK],278
114 121 [SEP] [MASK],121
16 109 [SEP] [MASK],109
301 119 [SEP] [MASK],301
316 235 [SEP] [MASK],316
52 33 [SEP] [MASK],52
196 62 [SEP] [MASK],196
81 296 [SEP] [MASK],296
19 238 [SEP] [MASK],238
233 90 [SEP] [MASK],233
109 296 [SEP] [MASK],296
262 148 [SEP] [MASK],262
281 128 [SEP] [MASK],281
109 93 [SEP] [MASK],109
69 94 [SEP] [MASK],94
111 6 [SEP] [MASK],111
321 26 [SEP] [MASK],321
232 148 [SEP] [MASK],232
289 296 [SEP] [MASK],296
91 35 [SEP] [MASK],91
192 10 [SEP] [MASK],192
175 119 [SEP] [MASK],175
8 42 [SEP] [MASK],42
334 321 [SEP] [MASK],334
166 212 [SEP] [MASK],212
198 270 [SEP] [MASK],270
266 91 [SEP] [MASK],266
52 162 [SEP] [MASK],162
299 70 [SEP] [MASK],299
149 73 [SEP] [MASK],149
5 96 [SEP] [MASK],96
181 103 [SEP] [MASK],181
145 60 [SEP] [MASK],145
67 324 [SEP] [MASK],324
275 260 [SEP] [MASK],275
215 259 [SEP] [MASK],259
270 291 [SEP] [MASK],291
32 325 [SEP] [MASK],325
27 112 [SEP] [MASK],112
198 236 [SEP] [MASK],236
209 74 [SEP] [MASK],209
49 156 [SEP] [MASK],156
146 313 [SEP] [MASK],313
170 48 [SEP] [MASK],170
265 253 [SEP] [MASK],265
102 192 [SEP] [MASK],192
159 43 [SEP] [MASK],159
269 260 [SEP] [MASK],269
185 305 [SEP] [MASK],305
70 312 [SEP] [MASK],312
181 261 [SEP] [MASK],261
244 171 [SEP] [MASK],244
280 256 [SEP] [MASK],280
144 7 [SEP] [MASK],144
154 120 [SEP] [MASK],154
186 118 [SEP] [MASK],186
300 295 [SEP] [MASK],300
55 34 [SEP] [MASK],55
148 111 [SEP] [MASK],148
180 144 [SEP] [MASK],180
66 54 [SEP] [MASK],66
55 88 [SEP] [MASK],88
295 320 [SEP] [MASK],320
22 99 [SEP] [MASK],99
72 103 [SEP] [MASK],103
191 224 [SEP] [MASK],224
229 178 [SEP] [MASK],229
324 229 [SEP] [MASK],324
163 89 [SEP] [MASK],163
113 61 [SEP] [MASK],113
22 78 [SEP] [MASK],78
86 138 [SEP] [MASK],138
59 94 [SEP] [MASK],94
14 303 [SEP] [MASK],303
192 142 [SEP] [MASK],192
50 247 [SEP] [MASK],247
265 3 [SEP] [MASK],265
148 295 [SEP] [MASK],295
81 59 [SEP] [MASK],81
263 123 [SEP] [MASK],263
1 6 [SEP] [MASK],6
276 185 [SEP] [MASK],276
256 173 [SEP] [MASK],256
63 120 [SEP] [MASK],120
239 238 [SEP] [MASK],239
311 6 [SEP] [MASK],311
56 187 [SEP] [MASK],187
154 116 [SEP] [MASK],154
113 259 [SEP] [MASK],259
60 337 [SEP] [MASK],337
15 180 [SEP] [MASK],180
115 314 [SEP] [MASK],314
78 63 [SEP] [MASK],78
10 169 [SEP] [MASK],169
326 331 [SEP] [MASK],331
13 318 [SEP] [MASK],318
170 307 [SEP] [MASK],307
337 134 [SEP] [MASK],337
278 47 [SEP] [MASK],278
183 232 [SEP] [MASK],232
124 42 [SEP] [MASK],124
189 247 [SEP] [MASK],247
336 237 [SEP] [MASK],336
226 179 [SEP] [MASK],226
235 261 [SEP] [MASK],261
181 78 [SEP] [MASK],181
199 41 [SEP] [MASK],199
74 115 [SEP] [MASK],115
68 188 [SEP] [MASK],188
132 63 [SEP] [MASK],132
27 37 [SEP] [MASK],37
32 101 [SEP] [MASK],101
47 219 [SEP] [MASK],219
48 8 [SEP] [MASK],48
168 64 [SEP] [MASK],168
180 235 [SEP] [MASK],235
320 149 [SEP] [MASK],320
2 237 [SEP] [MASK],237
283 266 [SEP] [MASK],283
230 257 [SEP] [MASK],257
284 45 [SEP] [MASK],284
116 26 [SEP] [MASK],116
169 283 [SEP] [MASK],283
130 265 [SEP] [MASK],265
52 110 [SEP] [MASK],110
128 155 [SEP] [MASK],155
29 150 [SEP] [MASK],150
227 43 [SEP] [MASK],227
270 204 [SEP] [MASK],270
65 205 [SEP] [MASK],205
109 14 [SEP] [MASK],109
12 59 [SEP] [MASK],59
218 293 [SEP] [MASK],293
32 214 [SEP] [MASK],214
300 150 [SEP] [MASK],300
20 15 [SEP] [MASK],20
305 282 [SEP] [MASK],305
153 276 [SEP] [MASK],276
258 157 [SEP] [MASK],258
150 106 [SEP] [MASK],150
161 181 [SEP] [MASK],181
3 80 [SEP] [MASK],80
311 38 [SEP] [MASK],311
24 266 [SEP] [MASK],266
282 263 [SEP] [MASK],282
328 252 [SEP] [MASK],328
150 103 [SEP] [MASK],150
147 257 [SEP] [MASK],257
311 14 [SEP] [MASK],311
192 94 [SEP] [MASK],192
9 306 [SEP] [MASK],306
102 8 [SEP] [MASK],102
295 222 [SEP] [MASK],295
301 44 [SEP] [MASK],301
224 290 [SEP] [MASK],290
292 189 [SEP] [MASK],292
253 296 [SEP] [MASK],296
47 16 [SEP] [MASK],47
202 303 [SEP] [MASK],303
10 296 [SEP] [MASK],296
255 327 [SEP] [MASK],327
205 166 [SEP] [MASK],205
65 62 [SEP] [MASK],65
293 338 [SEP] [MASK],338
108 68 [SEP] [MASK],108
161 112 [SEP] [MASK],161
336 95 [SEP] [MASK],336
34 22 [SEP] [MASK],34
163 165 [SEP] [MASK],165
258 152 [SEP] [MASK],258
233 306 [SEP] [MASK],306
82 188 [SEP] [MASK],188
220 241 [SEP] [MASK],241
127 165 [SEP] [MASK],165
77 248 [SEP] [MASK],248
34 7 [SEP] [MASK],34
198 178 [SEP] [MASK],198
14 182 [SEP] [MASK],182
125 282 [SEP] [MASK],282
179 318 [SEP] [MASK],318
228 132 [SEP] [MASK],228
61 328 [SEP] [MASK],328
71 137 [SEP] [MASK],137
105 245 [SEP] [MASK],245
259 200 [SEP] [MASK],259
96 280 [SEP] [MASK],280
97 5 [SEP] [MASK],97
269 296 [SEP] [MASK],296
10 39 [SEP] [MASK],39
70 125 [SEP] [MASK],125
4 183 [SEP] [MASK],183
159 266 [SEP] [MASK],266
45 281 [SEP] [MASK],281
46 297 [SEP] [MASK],297
334 45 [SEP] [MASK],334
189 266 [SEP] [MASK],266
272 71 [SEP] [MASK],272
32 280 [SEP] [MASK],280
205 151 [SEP] [MASK],205
281 140 [SEP] [MASK],281
223 48 [SEP] [MASK],223
142 97 [SEP] [MASK],142
104 202 [SEP] [MASK],202
258 292 [SEP] [MASK],292
157 171 [SEP] [MASK],171
317 299 [SEP] [MASK],317
286 236 [SEP] [MASK],286
310 165 [SEP] [MASK],310
197 95 [SEP] [MASK],197
306 82 [SEP] [MASK],306
77 11 [SEP] [MASK],77
23 105 [SEP] [MASK],105
70 320 [SEP] [MASK],320
1 287 [SEP] [MASK],287
295 58 [SEP] [MASK],295
75 79 [SEP] [MASK],79
235 296 [SEP] [MASK],296
234 203 [SEP] [MASK],234
59 255 [SEP] [MASK],255
155 175 [SEP] [MASK],175
70 108 [SEP] [MASK],108
83 126 [SEP] [MASK],126
325 104 [SEP] [MASK],325
20 301 [SEP] [MASK],301
159 253 [SEP] [MASK],253
42 23 [SEP] [MASK],42
2 319 [SEP] [MASK],319
134 267 [SEP] [MASK],267
3 179 [SEP] [MASK],179
210 281 [SEP] [MASK],281
196 282 [SEP] [MASK],282
215 269 [SEP] [MASK],269
172 271 [SEP] [MASK],271
233 242 [SEP] [MASK],242
340 63 [SEP] [MASK],340
302 37 [SEP] [MASK],302
160 234 [SEP] [MASK],234
225 194 [SEP] [MASK],225
90 241 [SEP] [MASK],241
217 48 [SEP] [MASK],217
186 225 [SEP] [MASK],225
196 65 [SEP] [MASK],196
301 273 [SEP] [MASK],301
160 43 [SEP] [MASK],160
142 175 [SEP] [MASK],175
127 5 [SEP] [MASK],127
298 7 [SEP] [MASK],298
304 93 [SEP] [MASK],304
7 28 [SEP] [MASK],28
339 154 [SEP] [MASK],339
117 149 [SEP] [MASK],149
152 282 [SEP] [MASK],282
247 240 [SEP] [MASK],247
30 154 [SEP] [MASK],154
221 264 [SEP] [MASK],264
191 302 [SEP] [MASK],302
234 75 [SEP] [MASK],234
74 223 [SEP] [MASK],223
160 251 [SEP] [MASK],251
97 11 [SEP] [MASK],97
70 155 [SEP] [MASK],155
157 161 [SEP] [MASK],161
276 273 [SEP] [MASK],276
248 58 [SEP] [MASK],248
151 174 [SEP] [MASK],174
296 139 [SEP] [MASK],296
154 279 [SEP] [MASK],279
340 171 [SEP] [MASK],340
80 329 [SEP] [MASK],329
290 24 [SEP] [MASK],290
313 25 [SEP] [MASK],313
111 171 [SEP] [MASK],171
12 76 [SEP] [MASK],76
334 7 [SEP] [MASK],334
148 198 [SEP] [MASK],198
242 330 [SEP] [MASK],330
121 212 [SEP] [MASK],212
83 87 [SEP] [MASK],87
235 163 [SEP] [MASK],235
55 322 [SEP] [MASK],322
80 225 [SEP] [MASK],225
114 16 [SEP] [MASK],114
116 227 [SEP] [MASK],227
286 133 [SEP] [MASK],286
195 119 [SEP] [MASK],195
39 240 [SEP] [MASK],240
48 166 [SEP] [MASK],166
220 154 [SEP] [MASK],220
2 139 [SEP] [MASK],139
174 296 [SEP] [MASK],296
173 54 [SEP] [MASK],173
176 144 [SEP] [MASK],176
125 21 [SEP] [MASK],125
139 6 [SEP] [MASK],139
85 144 [SEP] [MASK],144
18 6 [SEP] [MASK],18
37 332 [SEP] [MASK],332
249 126 [SEP] [MASK],249
81 40 [SEP] [MASK],81
255 175 [SEP] [MASK],255
191 20 [SEP] [MASK],191
200 310 [SEP] [MASK],310
250 103 [SEP] [MASK],250
117 5 [SEP] [MASK],117
196 260 [SEP] [MASK],260
18 192 [SEP] [MASK],192
277 78 [SEP] [MASK],277
202 110 [SEP] [MASK],202
92 301 [SEP] [MASK],301
258 281 [SEP] [MASK],281
260 79 [SEP] [MASK],260
205 211 [SEP] [MASK],211
289 52 [SEP] [MASK],289
46 168 [SEP] [MASK],168
283 80 [SEP] [MASK],283
79 123 [SEP] [MASK],123
174 42 [SEP] [MASK],174
168 11 [SEP] [MASK],168
148 159 [SEP] [MASK],159
298 131 [SEP] [MASK],298
309 35 [SEP] [MASK],309
260 325 [SEP] [MASK],325
310 324 [SEP] [MASK],324
259 154 [SEP] [MASK],259
278 209 [SEP] [MASK],278
197 266 [SEP] [MASK],266
233 201 [SEP] [MASK],233
126 286 [SEP] [MASK],286
16 123 [SEP] [MASK],123
151 276 [SEP] [MASK],276
2 202 [SEP] [MASK],202
298 67 [SEP] [MASK],298
153 310 [SEP] [MASK],310
5 31 [SEP] [MASK],31
11 224 [SEP] [MASK],224
214 321 [SEP] [MASK],321
323 210 [SEP] [MASK],323
265 203 [SEP] [MASK],265
107 249 [SEP] [MASK],249
336 219 [SEP] [MASK],336
60 177 [SEP] [MASK],177
269 338 [SEP] [MASK],338
158 272 [SEP] [MASK],272
41 72 [SEP] [MASK],72
119 23 [SEP] [MASK],119
197 20 [SEP] [MASK],197
152 168 [SEP] [MASK],168
209 20 [SEP] [MASK],209
36 309 [SEP] [MASK],309
104 93 [SEP] [MASK],104
168 323 [SEP] [MASK],323
31 301 [SEP] [MASK],301
334 185 [SEP] [MASK],334
78 320 [SEP] [MASK],320
61 85 [SEP] [MASK],85
44 204 [SEP] [MASK],204
31 151 [SEP] [MASK],151
297 104 [SEP] [MASK],297
30 247 [SEP] [MASK],247
100 24 [SEP] [MASK],100
192 308 [SEP] [MASK],308
93 7 [SEP] [MASK],93
233 186 [SEP] [MASK],233
198 16 [SEP] [MASK],198
39 56 [SEP] [MASK],56
21 73 [SEP] [MASK],73
216 81 [SEP] [MASK],216
334 323 [SEP] [MASK],334
220 285 [SEP] [MASK],285
174 171 [SEP] [MASK],174
132 278 [SEP] [MASK],278
144 173 [SEP] [MASK],173
71 36 [SEP] [MASK],71
139 124 [SEP] [MASK],139
63 75 [SEP] [MASK],75
16 257 [SEP] [MASK],257
93 22 [SEP] [MASK],93
181 254 [SEP] [MASK],254
142 49 [SEP] [MASK],142
89 139 [SEP] [MASK],139
161 263 [SEP] [MASK],263
125 59 [SEP] [MASK],125
37 337 [SEP] [MASK],337
122 293 [SEP] [MASK],293
80 277 [SEP] [MASK],277
330 178 [SEP] [MASK],330
57 78 [SEP] [MASK],78
290 34 [SEP] [MASK],290
53 136 [SEP] [MASK],136
105 8 [SEP] [MASK],105
175 177 [SEP] [MASK],177
95 267 [SEP] [MASK],267
29 235 [SEP] [MASK],235
93 54 [SEP] [MASK],93
223 305 [SEP] [MASK],305
226 269 [SEP] [MASK],269
134 190 [SEP] [MASK],190
162 172 [SEP] [MASK],172
32 59 [SEP] [MASK],59
42 135 [SEP] [MASK],135
79 49 [SEP] [MASK],79
96 76 [SEP] [MASK],96
133 162 [SEP] [MASK],162
28 56 [SEP] [MASK],56
59 103 [SEP] [MASK],103
61 213 [SEP] [MASK],213
12 114 [SEP] [MASK],114
69 93 [SEP] [MASK],93
238 202 [SEP] [MASK],238
197 328 [SEP] [MASK],328
118 8 [SEP] [MASK],118
24 328 [SEP] [MASK],328
32 131 [SEP] [MASK],131
98 108 [SEP] [MASK],108
157 251 [SEP] [MASK],251
295 75 [SEP] [MASK],295
279 114 [SEP] [MASK],279
162 21 [SEP] [MASK],162
46 171 [SEP] [MASK],171
286 50 [SEP] [MASK],286
211 58 [SEP] [MASK],211
4 121 [SEP] [MASK],121
161 93 [SEP] [MASK],161
49 87 [SEP] [MASK],87
77 222 [SEP] [MASK],222
298 5 [SEP] [MASK],298
295 90 [SEP] [MASK],295
197 259 [SEP] [MASK],259
276 25 [SEP] [MASK],276
324 105 [SEP] [MASK],324
182 6 [SEP] [MASK],182
334 84 [SEP] [MASK],334
293 207 [SEP] [MASK],293
33 66 [SEP] [MASK],66
251 91 [SEP] [MASK],251
100 70 [SEP] [MASK],100
9 148 [SEP] [MASK],148
200 29 [SEP] [MASK],200
278 190 [SEP] [MASK],278
253 16 [SEP] [MASK],253
328 247 [SEP] [MASK],328
146 227 [SEP] [MASK],227
189 221 [SEP] [MASK],221
162 194 [SEP] [MASK],194
53 317 [SEP] [MASK],317
110 237 [SEP] [MASK],237
25 85 [SEP] [MASK],85
20 161 [SEP] [MASK],161
84 175 [SEP] [MASK],175
246 244 [SEP] [MASK],246
230 246 [SEP] [MASK],246
130 316 [SEP] [MASK],316
18 169 [SEP] [MASK],169
78 210 [SEP] [MASK],210
182 303 [SEP] [MASK],303
305 173 [SEP] [MASK],305
149 215 [SEP] [MASK],215
42 228 [SEP] [MASK],228
143 8 [SEP] [MASK],143
211 23 [SEP] [MASK],211
19 18 [SEP] [MASK],19
160 337 [SEP] [MASK],337
53 295 [SEP] [MASK],295
73 85 [SEP] [MASK],85
18 18 [SEP] [MASK],18
269 207 [SEP] [MASK],269
26 51 [SEP] [MASK],51
63 115 [SEP] [MASK],115
122 75 [SEP] [MASK],122
223 83 [SEP] [MASK],223
163 88 [SEP] [MASK],163
110 87 [SEP] [MASK],110
156 89 [SEP] [MASK],156
