text,labels
44 266 80 [SEP] [MASK] [MASK],266 80
128 155 131 [SEP] [MASK] [MASK],155 131
9 227 16 [SEP] [MASK] [MASK],227 16
324 143 317 [SEP] [MASK] [MASK],324 317
19 89 214 [SEP] [MASK] [MASK],214 89
302 271 189 [SEP] [MASK] [MASK],302 271
33 202 145 [SEP] [MASK] [MASK],202 145
249 139 100 [SEP] [MASK] [MASK],249 139
287 248 22 [SEP] [MASK] [MASK],287 248
96 228 164 [SEP] [MASK] [MASK],228 164
73 145 101 [SEP] [MASK] [MASK],145 101
67 265 120 [SEP] [MASK] [MASK],265 120
159 85 32 [SEP] [MASK] [MASK],159 85
75 52 111 [SEP] [MASK] [MASK],111 75
237 217 226 [SEP] [MASK] [MASK],237 226
98 206 285 [SEP] [MASK] [MASK],285 206
166 50 15 [SEP] [MASK] [MASK],166 50
222 221 317 [SEP] [MASK] [MASK],317 222
65 148 125 [SEP] [MASK] [MASK],148 125
269 18 49 [SEP] [MASK] [MASK],269 49
249 134 275 [SEP] [MASK] [MASK],275 249
253 130 308 [SEP] [MASK] [MASK],308 253
142 228 149 [SEP] [MASK] [MASK],228 149
224 196 293 [SEP] [MASK] [MASK],293 224
69 61 67 [SEP] [MASK] [MASK],69 67
66 196 63 [SEP] [MASK] [MASK],196 66
12 30 127 [SEP] [MASK] [MASK],127 30
254 122 95 [SEP] [MASK] [MASK],254 122
209 244 327 [SEP] [MASK] [MASK],327 244
288 51 293 [SEP] [MASK] [MASK],293 288
32 230 56 [SEP] [MASK] [MASK],230 56
261 102 257 [SEP] [MASK] [MASK],261 257
329 297 307 [SEP] [MASK] [MASK],329 307
306 337 134 [SEP] [MASK] [MASK],337 306
8 296 107 [SEP] [MASK] [MASK],296 107
38 26 273 [SEP] [MASK] [MASK],273 38
164 148 300 [SEP] [MASK] [MASK],300 164
174 115 37 [SEP] [MASK] [MASK],174 115
214 301 71 [SEP] [MASK] [MASK],301 214
78 182 285 [SEP] [MASK] [MASK],285 182
110 107 271 [SEP] [MASK] [MASK],271 110
120 300 29 [SEP] [MASK] [MASK],300 120
298 287 125 [SEP] [MASK] [MASK],298 287
203 168 111 [SEP] [MASK] [MASK],203 168
61 271 4 [SEP] [MASK] [MASK],271 61
32 64 17 [SEP] [MASK] [MASK],64 32
92 46 129 [SEP] [MASK] [MASK],129 92
209 240 338 [SEP] [MASK] [MASK],338 240
338 328 78 [SEP] [MASK] [MASK],338 328
123 217 186 [SEP] [MASK] [MASK],217 186
228 67 182 [SEP] [MASK] [MASK],228 182
281 88 98 [SEP] [MASK] [MASK],281 98
103 170 65 [SEP] [MASK] [MASK],170 103
135 271 174 [SEP] [MASK] [MASK],271 174
79 64 325 [SEP] [MASK] [MASK],325 79
276 269 259 [SEP] [MASK] [MASK],276 269
210 271 68 [SEP] [MASK] [MASK],271 210
210 92 63 [SEP] [MASK] [MASK],210 92
110 92 253 [SEP] [MASK] [MASK],253 110
159 108 204 [SEP] [MASK] [MASK],204 159
22 119 303 [SEP] [MASK] [MASK],303 119
215 88 301 [SEP] [MASK] [MASK],301 215
317 101 261 [SEP] [MASK] [MASK],317 261
130 176 230 [SEP] [MASK] [MASK],230 176
142 274 137 [SEP] [MASK] [MASK],274 142
83 168 28 [SEP] [MASK] [MASK],168 83
313 218 281 [SEP] [MASK] [MASK],313 281
54 32 187 [SEP] [MASK] [MASK],187 54
175 43 12 [SEP] [MASK] [MASK],175 43
251 303 73 [SEP] [MASK] [MASK],303 251
285 37 93 [SEP] [MASK] [MASK],285 93
166 167 313 [SEP] [MASK] [MASK],313 167
337 67 134 [SEP] [MASK] [MASK],337 134
76 124 197 [SEP] [MASK] [MASK],197 124
203 268 11 [SEP] [MASK] [MASK],268 203
179 231 115 [SEP] [MASK] [MASK],231 179
242 83 263 [SEP] [MASK] [MASK],263 242
23 1 197 [SEP] [MASK] [MASK],197 23
154 259 160 [SEP] [MASK] [MASK],259 160
206 281 228 [SEP] [MASK] [MASK],281 228
73 301 315 [SEP] [MASK] [MASK],315 301
185 236 84 [SEP] [MASK] [MASK],236 185
87 65 78 [SEP] [MASK] [MASK],87 78
3 62 261 [SEP] [MASK] [MASK],261 62
169 34 10 [SEP] [MASK] [MASK],169 34
317 86 128 [SEP] [MASK] [MASK],317 128
262 63 252 [SEP] [MASK] [MASK],262 252
254 42 281 [SEP] [MASK] [MASK],281 254
33 73 216 [SEP] [MASK] [MASK],216 73
12 319 302 [SEP] [MASK] [MASK],319 302
198 252 94 [SEP] [MASK] [MASK],252 198
75 9 227 [SEP] [MASK] [MASK],227 75
116 228 150 [SEP] [MASK] [MASK],228 150
230 36 294 [SEP] [MASK] [MASK],294 230
50 81 96 [SEP] [MASK] [MASK],96 81
63 149 89 [SEP] [MASK] [MASK],149 89
163 272 19 [SEP] [MASK] [MASK],272 163
274 20 179 [SEP] [MASK] [MASK],274 179
36 292 67 [SEP] [MASK] [MASK],292 67
110 128 209 [SEP] [MASK] [MASK],209 128
104 17 98 [SEP] [MASK] [MASK],104 98
331 86 152 [SEP] [MASK] [MASK],331 152
257 272 281 [SEP] [MASK] [MASK],281 272
120 115 334 [SEP] [MASK] [MASK],334 120
306 237 226 [SEP] [MASK] [MASK],306 237
219 295 312 [SEP] [MASK] [MASK],312 295
101 126 310 [SEP] [MASK] [MASK],310 126
118 204 188 [SEP] [MASK] [MASK],204 188
102 47 212 [SEP] [MASK] [MASK],212 102
49 235 25 [SEP] [MASK] [MASK],235 49
198 229 269 [SEP] [MASK] [MASK],269 229
140 160 260 [SEP] [MASK] [MASK],260 160
163 300 308 [SEP] [MASK] [MASK],308 300
138 62 199 [SEP] [MASK] [MASK],199 138
131 332 7 [SEP] [MASK] [MASK],332 131
56 271 179 [SEP] [MASK] [MASK],271 179
108 289 238 [SEP] [MASK] [MASK],289 238
198 119 192 [SEP] [MASK] [MASK],198 192
45 78 230 [SEP] [MASK] [MASK],230 78
71 13 269 [SEP] [MASK] [MASK],269 71
200 102 63 [SEP] [MASK] [MASK],200 102
211 100 36 [SEP] [MASK] [MASK],211 100
261 211 186 [SEP] [MASK] [MASK],261 211
101 202 338 [SEP] [MASK] [MASK],338 202
320 53 277 [SEP] [MASK] [MASK],320 277
329 323 140 [SEP] [MASK] [MASK],329 323
115 230 137 [SEP] [MASK] [MASK],230 137
215 259 295 [SEP] [MASK] [MASK],295 259
130 74 44 [SEP] [MASK] [MASK],130 74
204 187 317 [SEP] [MASK] [MASK],317 204
98 299 286 [SEP] [MASK] [MASK],299 286
16 17 108 [SEP] [MASK] [MASK],108 17
233 289 269 [SEP] [MASK] [MASK],289 269
72 23 111 [SEP] [MASK] [MASK],111 72
253 145 290 [SEP] [MASK] [MASK],290 253
333 204 244 [SEP] [MASK] [MASK],333 244
1 131 225 [SEP] [MASK] [MASK],225 131
311 81 303 [SEP] [MASK] [MASK],311 303
227 141 2 [SEP] [MASK] [MASK],227 141
59 199 236 [SEP] [MASK] [MASK],236 199
143 204 198 [SEP] [MASK] [MASK],204 198
79 285 62 [SEP] [MASK] [MASK],285 79
202 186 187 [SEP] [MASK] [MASK],202 187
250 148 13 [SEP] [MASK] [MASK],250 148
224 108 250 [SEP] [MASK] [MASK],250 224
69 106 205 [SEP] [MASK] [MASK],205 106
30 90 75 [SEP] [MASK] [MASK],90 75
209 179 278 [SEP] [MASK] [MASK],278 209
121 238 48 [SEP] [MASK] [MASK],238 121
11 224 34 [SEP] [MASK] [MASK],224 34
275 257 152 [SEP] [MASK] [MASK],275 257
119 110 105 [SEP] [MASK] [MASK],119 110
326 311 324 [SEP] [MASK] [MASK],326 324
335 204 123 [SEP] [MASK] [MASK],335 204
242 119 328 [SEP] [MASK] [MASK],328 242
230 283 39 [SEP] [MASK] [MASK],283 230
25 140 134 [SEP] [MASK] [MASK],140 134
228 157 93 [SEP] [MASK] [MASK],228 157
150 226 195 [SEP] [MASK] [MASK],226 195
53 229 248 [SEP] [MASK] [MASK],248 229
250 90 320 [SEP] [MASK] [MASK],320 250
220 210 275 [SEP] [MASK] [MASK],275 220
6 202 232 [SEP] [MASK] [MASK],232 202
285 215 284 [SEP] [MASK] [MASK],285 284
341 137 242 [SEP] [MASK] [MASK],341 242
238 91 4 [SEP] [MASK] [MASK],238 91
185 111 98 [SEP] [MASK] [MASK],185 111
53 56 192 [SEP] [MASK] [MASK],192 56
183 295 5 [SEP] [MASK] [MASK],295 183
236 66 37 [SEP] [MASK] [MASK],236 66
31 311 158 [SEP] [MASK] [MASK],311 158
170 248 328 [SEP] [MASK] [MASK],328 248
124 192 288 [SEP] [MASK] [MASK],288 192
312 170 69 [SEP] [MASK] [MASK],312 170
272 183 114 [SEP] [MASK] [MASK],272 183
67 200 104 [SEP] [MASK] [MASK],200 104
34 166 56 [SEP] [MASK] [MASK],166 56
147 162 333 [SEP] [MASK] [MASK],333 162
271 102 15 [SEP] [MASK] [MASK],271 102
72 288 180 [SEP] [MASK] [MASK],288 180
196 240 131 [SEP] [MASK] [MASK],240 196
326 211 269 [SEP] [MASK] [MASK],326 269
231 74 280 [SEP] [MASK] [MASK],280 231
246 210 327 [SEP] [MASK] [MASK],327 246
336 249 139 [SEP] [MASK] [MASK],336 249
47 98 226 [SEP] [MASK] [MASK],226 98
229 31 167 [SEP] [MASK] [MASK],229 167
335 127 306 [SEP] [MASK] [MASK],335 306
215 48 144 [SEP] [MASK] [MASK],215 144
245 249 26 [SEP] [MASK] [MASK],249 245
311 154 161 [SEP] [MASK] [MASK],311 161
201 327 215 [SEP] [MASK] [MASK],327 215
168 306 89 [SEP] [MASK] [MASK],306 168
33 261 219 [SEP] [MASK] [MASK],261 219
296 281 199 [SEP] [MASK] [MASK],296 281
229 113 243 [SEP] [MASK] [MASK],243 229
209 283 193 [SEP] [MASK] [MASK],283 209
146 21 317 [SEP] [MASK] [MASK],317 146
175 27 264 [SEP] [MASK] [MASK],264 175
244 164 284 [SEP] [MASK] [MASK],284 244
135 328 243 [SEP] [MASK] [MASK],328 243
214 3 121 [SEP] [MASK] [MASK],214 121
263 250 219 [SEP] [MASK] [MASK],263 250
97 316 214 [SEP] [MASK] [MASK],316 214
59 333 102 [SEP] [MASK] [MASK],333 102
322 85 171 [SEP] [MASK] [MASK],322 171
98 45 77 [SEP] [MASK] [MASK],98 77
274 306 213 [SEP] [MASK] [MASK],306 274
178 311 171 [SEP] [MASK] [MASK],311 178
86 187 18 [SEP] [MASK] [MASK],187 86
250 206 318 [SEP] [MASK] [MASK],318 250
241 129 106 [SEP] [MASK] [MASK],241 129
116 251 308 [SEP] [MASK] [MASK],308 251
183 215 129 [SEP] [MASK] [MASK],215 183
279 224 151 [SEP] [MASK] [MASK],279 224
181 158 26 [SEP] [MASK] [MASK],181 158
75 105 318 [SEP] [MASK] [MASK],318 105
331 162 120 [SEP] [MASK] [MASK],331 162
143 334 12 [SEP] [MASK] [MASK],334 143
93 10 295 [SEP] [MASK] [MASK],295 93
180 132 222 [SEP] [MASK] [MASK],222 180
313 100 72 [SEP] [MASK] [MASK],313 100
102 209 151 [SEP] [MASK] [MASK],209 151
69 275 296 [SEP] [MASK] [MASK],296 275
19 217 128 [SEP] [MASK] [MASK],217 128
237 127 199 [SEP] [MASK] [MASK],237 199
75 114 306 [SEP] [MASK] [MASK],306 114
330 217 131 [SEP] [MASK] [MASK],330 217
187 35 8 [SEP] [MASK] [MASK],187 35
56 284 73 [SEP] [MASK] [MASK],284 73
117 55 215 [SEP] [MASK] [MASK],215 117
1 249 177 [SEP] [MASK] [MASK],249 177
229 236 239 [SEP] [MASK] [MASK],239 236
135 114 261 [SEP] [MASK] [MASK],261 135
268 283 276 [SEP] [MASK] [MASK],283 276
58 61 132 [SEP] [MASK] [MASK],132 61
27 307 283 [SEP] [MASK] [MASK],307 283
62 331 251 [SEP] [MASK] [MASK],331 251
95 170 107 [SEP] [MASK] [MASK],170 107
98 286 212 [SEP] [MASK] [MASK],286 212
291 31 187 [SEP] [MASK] [MASK],291 187
45 18 50 [SEP] [MASK] [MASK],50 45
169 332 35 [SEP] [MASK] [MASK],332 169
325 103 144 [SEP] [MASK] [MASK],325 144
80 250 339 [SEP] [MASK] [MASK],339 250
108 312 243 [SEP] [MASK] [MASK],312 243
276 211 77 [SEP] [MASK] [MASK],276 211
142 111 226 [SEP] [MASK] [MASK],226 142
260 15 146 [SEP] [MASK] [MASK],260 146
125 109 83 [SEP] [MASK] [MASK],125 109
128 194 65 [SEP] [MASK] [MASK],194 128
35 285 268 [SEP] [MASK] [MASK],285 268
223 175 202 [SEP] [MASK] [MASK],223 202
334 281 63 [SEP] [MASK] [MASK],334 281
5 91 63 [SEP] [MASK] [MASK],91 63
246 9 304 [SEP] [MASK] [MASK],304 246
10 5 284 [SEP] [MASK] [MASK],284 10
275 23 232 [SEP] [MASK] [MASK],275 232
38 147 331 [SEP] [MASK] [MASK],331 147
7 59 275 [SEP] [MASK] [MASK],275 59
159 131 18 [SEP] [MASK] [MASK],159 131
93 167 286 [SEP] [MASK] [MASK],286 167
157 256 24 [SEP] [MASK] [MASK],256 157
59 27 228 [SEP] [MASK] [MASK],228 59
150 64 262 [SEP] [MASK] [MASK],262 150
236 71 178 [SEP] [MASK] [MASK],236 178
340 334 174 [SEP] [MASK] [MASK],340 334
230 105 218 [SEP] [MASK] [MASK],230 218
230 148 141 [SEP] [MASK] [MASK],230 148
224 85 150 [SEP] [MASK] [MASK],224 150
150 286 260 [SEP] [MASK] [MASK],286 260
103 33 313 [SEP] [MASK] [MASK],313 103
190 154 255 [SEP] [MASK] [MASK],255 190
301 110 207 [SEP] [MASK] [MASK],301 207
145 98 268 [SEP] [MASK] [MASK],268 145
186 173 122 [SEP] [MASK] [MASK],186 173
231 217 132 [SEP] [MASK] [MASK],231 217
282 336 62 [SEP] [MASK] [MASK],336 282
54 250 123 [SEP] [MASK] [MASK],250 123
329 171 41 [SEP] [MASK] [MASK],329 171
187 178 94 [SEP] [MASK] [MASK],187 178
79 80 126 [SEP] [MASK] [MASK],126 80
141 290 171 [SEP] [MASK] [MASK],290 171
290 26 229 [SEP] [MASK] [MASK],290 229
15 166 220 [SEP] [MASK] [MASK],220 166
71 324 252 [SEP] [MASK] [MASK],324 252
35 329 183 [SEP] [MASK] [MASK],329 183
170 134 169 [SEP] [MASK] [MASK],170 169
133 235 257 [SEP] [MASK] [MASK],257 235
126 193 18 [SEP] [MASK] [MASK],193 126
73 230 289 [SEP] [MASK] [MASK],289 230
111 267 194 [SEP] [MASK] [MASK],267 194
196 205 194 [SEP] [MASK] [MASK],205 196
260 179 278 [SEP] [MASK] [MASK],278 260
15 250 80 [SEP] [MASK] [MASK],250 80
150 125 255 [SEP] [MASK] [MASK],255 150
121 209 27 [SEP] [MASK] [MASK],209 121
122 101 21 [SEP] [MASK] [MASK],122 101
231 132 73 [SEP] [MASK] [MASK],231 132
189 244 137 [SEP] [MASK] [MASK],244 189
258 269 243 [SEP] [MASK] [MASK],269 258
286 104 197 [SEP] [MASK] [MASK],286 197
96 5 270 [SEP] [MASK] [MASK],270 96
212 175 200 [SEP] [MASK] [MASK],212 200
13 321 78 [SEP] [MASK] [MASK],321 78
153 193 312 [SEP] [MASK] [MASK],312 193
168 187 167 [SEP] [MASK] [MASK],187 168
166 199 238 [SEP] [MASK] [MASK],238 199
74 154 57 [SEP] [MASK] [MASK],154 74
338 95 173 [SEP] [MASK] [MASK],338 173
46 247 284 [SEP] [MASK] [MASK],284 247
151 213 253 [SEP] [MASK] [MASK],253 213
322 337 202 [SEP] [MASK] [MASK],337 322
149 233 188 [SEP] [MASK] [MASK],233 188
15 121 66 [SEP] [MASK] [MASK],121 66
304 328 59 [SEP] [MASK] [MASK],328 304
263 134 102 [SEP] [MASK] [MASK],263 134
170 36 238 [SEP] [MASK] [MASK],238 170
335 308 55 [SEP] [MASK] [MASK],335 308
212 218 148 [SEP] [MASK] [MASK],218 212
316 103 10 [SEP] [MASK] [MASK],316 103
96 150 198 [SEP] [MASK] [MASK],198 150
57 13 4 [SEP] [MASK] [MASK],57 13
72 243 86 [SEP] [MASK] [MASK],243 86
172 152 260 [SEP] [MASK] [MASK],260 172
61 101 140 [SEP] [MASK] [MASK],140 101
189 122 277 [SEP] [MASK] [MASK],277 189
155 332 195 [SEP] [MASK] [MASK],332 195
8 103 157 [SEP] [MASK] [MASK],157 103
216 312 144 [SEP] [MASK] [MASK],312 216
94 6 92 [SEP] [MASK] [MASK],94 92
129 59 233 [SEP] [MASK] [MASK],233 129
180 260 68 [SEP] [MASK] [MASK],260 180
331 235 192 [SEP] [MASK] [MASK],331 235
11 265 182 [SEP] [MASK] [MASK],265 182
185 233 209 [SEP] [MASK] [MASK],233 209
112 328 221 [SEP] [MASK] [MASK],328 221
310 171 276 [SEP] [MASK] [MASK],310 276
56 103 82 [SEP] [MASK] [MASK],103 82
126 151 322 [SEP] [MASK] [MASK],322 151
162 178 135 [SEP] [MASK] [MASK],178 162
68 321 161 [SEP] [MASK] [MASK],321 161
319 117 224 [SEP] [MASK] [MASK],319 224
276 197 171 [SEP] [MASK] [MASK],276 197
58 52 163 [SEP] [MASK] [MASK],163 58
87 177 294 [SEP] [MASK] [MASK],294 177
272 306 92 [SEP] [MASK] [MASK],306 272
57 129 138 [SEP] [MASK] [MASK],138 129
218 178 158 [SEP] [MASK] [MASK],218 178
296 282 79 [SEP] [MASK] [MASK],296 282
336 308 271 [SEP] [MASK] [MASK],336 308
330 308 215 [SEP] [MASK] [MASK],330 308
286 125 210 [SEP] [MASK] [MASK],286 210
256 339 13 [SEP] [MASK] [MASK],339 256
219 6 214 [SEP] [MASK] [MASK],219 214
81 267 293 [SEP] [MASK] [MASK],293 267
110 44 222 [SEP] [MASK] [MASK],222 110
295 97 130 [SEP] [MASK] [MASK],295 130
108 64 215 [SEP] [MASK] [MASK],215 108
291 177 252 [SEP] [MASK] [MASK],291 252
266 46 26 [SEP] [MASK] [MASK],266 46
238 95 138 [SEP] [MASK] [MASK],238 138
195 164 226 [SEP] [MASK] [MASK],226 195
112 40 212 [SEP] [MASK] [MASK],212 112
234 316 131 [SEP] [MASK] [MASK],316 234
275 328 220 [SEP] [MASK] [MASK],328 275
253 334 93 [SEP] [MASK] [MASK],334 253
26 333 310 [SEP] [MASK] [MASK],333 310
10 14 62 [SEP] [MASK] [MASK],62 14
212 340 90 [SEP] [MASK] [MASK],340 212
277 129 132 [SEP] [MASK] [MASK],277 132
332 194 34 [SEP] [MASK] [MASK],332 194
328 21 276 [SEP] [MASK] [MASK],328 276
55 310 228 [SEP] [MASK] [MASK],310 228
316 157 117 [SEP] [MASK] [MASK],316 157
322 183 306 [SEP] [MASK] [MASK],322 306
292 21 66 [SEP] [MASK] [MASK],292 66
98 320 187 [SEP] [MASK] [MASK],320 187
279 272 123 [SEP] [MASK] [MASK],279 272
169 248 288 [SEP] [MASK] [MASK],288 248
187 153 179 [SEP] [MASK] [MASK],187 179
69 9 208 [SEP] [MASK] [MASK],208 69
73 199 205 [SEP] [MASK] [MASK],205 199
119 170 258 [SEP] [MASK] [MASK],258 170
246 258 312 [SEP] [MASK] [MASK],312 258
126 317 221 [SEP] [MASK] [MASK],317 221
101 200 11 [SEP] [MASK] [MASK],200 101
209 187 143 [SEP] [MASK] [MASK],209 187
54 86 239 [SEP] [MASK] [MASK],239 86
304 34 189 [SEP] [MASK] [MASK],304 189
79 177 331 [SEP] [MASK] [MASK],331 177
225 133 107 [SEP] [MASK] [MASK],225 133
235 183 178 [SEP] [MASK] [MASK],235 183
178 175 22 [SEP] [MASK] [MASK],178 175
339 20 110 [SEP] [MASK] [MASK],339 110
36 92 188 [SEP] [MASK] [MASK],188 92
228 305 82 [SEP] [MASK] [MASK],305 228
191 242 28 [SEP] [MASK] [MASK],242 191
196 153 263 [SEP] [MASK] [MASK],263 196
13 233 174 [SEP] [MASK] [MASK],233 174
31 149 189 [SEP] [MASK] [MASK],189 149
46 124 142 [SEP] [MASK] [MASK],142 124
14 185 109 [SEP] [MASK] [MASK],185 109
39 75 103 [SEP] [MASK] [MASK],103 75
124 340 159 [SEP] [MASK] [MASK],340 159
30 150 104 [SEP] [MASK] [MASK],150 104
203 177 92 [SEP] [MASK] [MASK],203 177
293 112 162 [SEP] [MASK] [MASK],293 162
38 132 133 [SEP] [MASK] [MASK],133 132
287 170 312 [SEP] [MASK] [MASK],312 287
182 335 98 [SEP] [MASK] [MASK],335 182
192 118 207 [SEP] [MASK] [MASK],207 192
205 211 33 [SEP] [MASK] [MASK],211 205
125 315 109 [SEP] [MASK] [MASK],315 125
155 158 305 [SEP] [MASK] [MASK],305 158
90 2 26 [SEP] [MASK] [MASK],90 26
46 197 176 [SEP] [MASK] [MASK],197 176
190 119 227 [SEP] [MASK] [MASK],227 190
335 59 276 [SEP] [MASK] [MASK],335 276
148 47 253 [SEP] [MASK] [MASK],253 148
141 166 309 [SEP] [MASK] [MASK],309 166
145 32 90 [SEP] [MASK] [MASK],145 90
246 22 32 [SEP] [MASK] [MASK],246 32
207 334 82 [SEP] [MASK] [MASK],334 207
179 332 198 [SEP] [MASK] [MASK],332 198
255 326 128 [SEP] [MASK] [MASK],326 255
245 332 133 [SEP] [MASK] [MASK],332 245
43 340 288 [SEP] [MASK] [MASK],340 288
163 324 248 [SEP] [MASK] [MASK],324 248
252 313 69 [SEP] [MASK] [MASK],313 252
27 174 119 [SEP] [MASK] [MASK],174 119
164 286 114 [SEP] [MASK] [MASK],286 164
74 41 224 [SEP] [MASK] [MASK],224 74
245 142 118 [SEP] [MASK] [MASK],245 142
316 333 99 [SEP] [MASK] [MASK],333 316
67 176 277 [SEP] [MASK] [MASK],277 176
256 105 285 [SEP] [MASK] [MASK],285 256
217 159 54 [SEP] [MASK] [MASK],217 159
320 240 276 [SEP] [MASK] [MASK],320 276
291 306 323 [SEP] [MASK] [MASK],323 306
258 257 260 [SEP] [MASK] [MASK],260 258
47 288 127 [SEP] [MASK] [MASK],288 127
226 158 125 [SEP] [MASK] [MASK],226 158
320 160 77 [SEP] [MASK] [MASK],320 160
299 289 100 [SEP] [MASK] [MASK],299 289
182 155 262 [SEP] [MASK] [MASK],262 182
312 301 13 [SEP] [MASK] [MASK],312 301
125 82 293 [SEP] [MASK] [MASK],293 125
282 9 37 [SEP] [MASK] [MASK],282 37
59 69 35 [SEP] [MASK] [MASK],69 59
138 294 127 [SEP] [MASK] [MASK],294 138
220 182 245 [SEP] [MASK] [MASK],245 220
228 152 133 [SEP] [MASK] [MASK],228 152
314 318 214 [SEP] [MASK] [MASK],318 314
110 262 130 [SEP] [MASK] [MASK],262 130
27 312 90 [SEP] [MASK] [MASK],312 90
151 102 284 [SEP] [MASK] [MASK],284 151
161 165 291 [SEP] [MASK] [MASK],291 165
282 171 332 [SEP] [MASK] [MASK],332 282
243 106 259 [SEP] [MASK] [MASK],259 243
34 303 36 [SEP] [MASK] [MASK],303 36
219 41 154 [SEP] [MASK] [MASK],219 154
18 82 38 [SEP] [MASK] [MASK],82 38
265 87 339 [SEP] [MASK] [MASK],339 265
14 234 129 [SEP] [MASK] [MASK],234 129
216 121 242 [SEP] [MASK] [MASK],242 216
185 58 149 [SEP] [MASK] [MASK],185 149
237 204 329 [SEP] [MASK] [MASK],329 237
142 106 230 [SEP] [MASK] [MASK],230 142
134 278 102 [SEP] [MASK] [MASK],278 134
166 203 186 [SEP] [MASK] [MASK],203 186
128 48 148 [SEP] [MASK] [MASK],148 128
169 325 50 [SEP] [MASK] [MASK],325 169
69 21 156 [SEP] [MASK] [MASK],156 69
113 28 216 [SEP] [MASK] [MASK],216 113
107 141 94 [SEP] [MASK] [MASK],141 107
336 118 10 [SEP] [MASK] [MASK],336 118
212 118 159 [SEP] [MASK] [MASK],212 159
64 146 260 [SEP] [MASK] [MASK],260 146
34 182 119 [SEP] [MASK] [MASK],182 119
116 119 49 [SEP] [MASK] [MASK],119 116
41 82 307 [SEP] [MASK] [MASK],307 82
63 160 6 [SEP] [MASK] [MASK],160 63
290 229 266 [SEP] [MASK] [MASK],290 266
164 205 63 [SEP] [MASK] [MASK],205 164
156 205 10 [SEP] [MASK] [MASK],205 156
277 83 182 [SEP] [MASK] [MASK],277 182
126 221 235 [SEP] [MASK] [MASK],235 221
236 302 257 [SEP] [MASK] [MASK],302 257
208 205 319 [SEP] [MASK] [MASK],319 208
334 193 34 [SEP] [MASK] [MASK],334 193
96 309 105 [SEP] [MASK] [MASK],309 105
28 156 204 [SEP] [MASK] [MASK],204 156
172 251 199 [SEP] [MASK] [MASK],251 199
118 287 200 [SEP] [MASK] [MASK],287 200
143 220 16 [SEP] [MASK] [MASK],220 143
123 278 21 [SEP] [MASK] [MASK],278 123
231 244 162 [SEP] [MASK] [MASK],244 231
100 51 310 [SEP] [MASK] [MASK],310 100
238 85 121 [SEP] [MASK] [MASK],238 121
325 169 291 [SEP] [MASK] [MASK],325 291
270 291 72 [SEP] [MASK] [MASK],291 270
271 2 58 [SEP] [MASK] [MASK],271 58
208 97 141 [SEP] [MASK] [MASK],208 141
11 214 109 [SEP] [MASK] [MASK],214 109
312 85 87 [SEP] [MASK] [MASK],312 87
193 259 115 [SEP] [MASK] [MASK],259 193
220 137 177 [SEP] [MASK] [MASK],220 177
87 338 335 [SEP] [MASK] [MASK],338 335
46 340 184 [SEP] [MASK] [MASK],340 184
97 283 223 [SEP] [MASK] [MASK],283 223
88 135 258 [SEP] [MASK] [MASK],258 135
303 292 70 [SEP] [MASK] [MASK],303 292
230 60 237 [SEP] [MASK] [MASK],237 230
338 150 122 [SEP] [MASK] [MASK],338 150
166 169 269 [SEP] [MASK] [MASK],269 169
188 101 80 [SEP] [MASK] [MASK],188 101
33 250 83 [SEP] [MASK] [MASK],250 83
207 78 299 [SEP] [MASK] [MASK],299 207
94 59 307 [SEP] [MASK] [MASK],307 94
298 177 282 [SEP] [MASK] [MASK],298 282
231 63 201 [SEP] [MASK] [MASK],231 201
130 330 165 [SEP] [MASK] [MASK],330 165
296 51 101 [SEP] [MASK] [MASK],296 101
133 125 57 [SEP] [MASK] [MASK],133 125
327 165 106 [SEP] [MASK] [MASK],327 165
276 20 289 [SEP] [MASK] [MASK],289 276
155 96 117 [SEP] [MASK] [MASK],155 117
83 79 335 [SEP] [MASK] [MASK],335 83
314 123 5 [SEP] [MASK] [MASK],314 123
74 339 294 [SEP] [MASK] [MASK],339 294
272 142 59 [SEP] [MASK] [MASK],272 142
10 39 173 [SEP] [MASK] [MASK],173 39
159 134 240 [SEP] [MASK] [MASK],240 159
334 317 126 [SEP] [MASK] [MASK],334 317
63 312 159 [SEP] [MASK] [MASK],312 159
194 121 271 [SEP] [MASK] [MASK],271 194
199 166 321 [SEP] [MASK] [MASK],321 199
77 261 235 [SEP] [MASK] [MASK],261 235
63 86 260 [SEP] [MASK] [MASK],260 86
30 303 224 [SEP] [MASK] [MASK],303 224
27 94 75 [SEP] [MASK] [MASK],94 75
225 128 283 [SEP] [MASK] [MASK],283 225
132 4 225 [SEP] [MASK] [MASK],225 132
133 7 53 [SEP] [MASK] [MASK],133 53
238 108 59 [SEP] [MASK] [MASK],238 108
64 82 37 [SEP] [MASK] [MASK],82 64
167 335 186 [SEP] [MASK] [MASK],335 186
50 48 315 [SEP] [MASK] [MASK],315 50
51 64 336 [SEP] [MASK] [MASK],336 64
115 82 250 [SEP] [MASK] [MASK],250 115
284 121 142 [SEP] [MASK] [MASK],284 142
162 240 286 [SEP] [MASK] [MASK],286 240
192 253 120 [SEP] [MASK] [MASK],253 192
297 272 42 [SEP] [MASK] [MASK],297 272
159 302 141 [SEP] [MASK] [MASK],302 159
336 314 60 [SEP] [MASK] [MASK],336 314
215 133 58 [SEP] [MASK] [MASK],215 133
293 136 24 [SEP] [MASK] [MASK],293 136
