text,labels
115 135 [SEP] [MASK],135
115 88 [SEP] [MASK],115
115 324 [SEP] [MASK],324
115 151 [SEP] [MASK],151
115 157 [SEP] [MASK],157
115 264 [SEP] [MASK],264
115 109 [SEP] [MASK],115
115 26 [SEP] [MASK],115
115 132 [SEP] [MASK],132
115 221 [SEP] [MASK],221
115 49 [SEP] [MASK],115
115 220 [SEP] [MASK],220
115 116 [SEP] [MASK],116
115 153 [SEP] [MASK],153
115 152 [SEP] [MASK],152
115 340 [SEP] [MASK],340
115 204 [SEP] [MASK],204
115 294 [SEP] [MASK],294
115 100 [SEP] [MASK],115
115 321 [SEP] [MASK],321
115 207 [SEP] [MASK],207
115 74 [SEP] [MASK],115
115 41 [SEP] [MASK],115
115 231 [SEP] [MASK],231
115 106 [SEP] [MASK],115
115 254 [SEP] [MASK],254
115 283 [SEP] [MASK],283
115 184 [SEP] [MASK],184
115 167 [SEP] [MASK],167
115 255 [SEP] [MASK],255
115 163 [SEP] [MASK],163
115 14 [SEP] [MASK],115
115 1 [SEP] [MASK],115
115 159 [SEP] [MASK],159
115 333 [SEP] [MASK],333
115 189 [SEP] [MASK],189
115 292 [SEP] [MASK],292
115 22 [SEP] [MASK],115
115 182 [SEP] [MASK],182
115 95 [SEP] [MASK],115
115 230 [SEP] [MASK],230
115 209 [SEP] [MASK],209
115 256 [SEP] [MASK],256
115 80 [SEP] [MASK],115
115 137 [SEP] [MASK],137
115 168 [SEP] [MASK],168
115 279 [SEP] [MASK],279
115 235 [SEP] [MASK],235
115 29 [SEP] [MASK],115
115 85 [SEP] [MASK],115
115 298 [SEP] [MASK],298
115 274 [SEP] [MASK],274
115 303 [SEP] [MASK],303
115 169 [SEP] [MASK],169
115 278 [SEP] [MASK],278
115 170 [SEP] [MASK],170
115 228 [SEP] [MASK],228
115 91 [SEP] [MASK],115
115 226 [SEP] [MASK],226
115 300 [SEP] [MASK],300
115 266 [SEP] [MASK],266
115 252 [SEP] [MASK],252
115 179 [SEP] [MASK],179
115 7 [SEP] [MASK],115
115 21 [SEP] [MASK],115
215 180 [SEP] [MASK],215
215 67 [SEP] [MASK],215
215 6 [SEP] [MASK],215
215 68 [SEP] [MASK],215
215 282 [SEP] [MASK],282
215 293 [SEP] [MASK],293
215 82 [SEP] [MASK],215
215 295 [SEP] [MASK],295
215 162 [SEP] [MASK],215
215 63 [SEP] [MASK],215
215 195 [SEP] [MASK],215
215 58 [SEP] [MASK],215
215 202 [SEP] [MASK],215
215 115 [SEP] [MASK],215
215 308 [SEP] [MASK],308
215 268 [SEP] [MASK],268
215 97 [SEP] [MASK],215
215 251 [SEP] [MASK],251
215 38 [SEP] [MASK],215
215 203 [SEP] [MASK],215
215 93 [SEP] [MASK],215
215 246 [SEP] [MASK],246
215 192 [SEP] [MASK],215
215 309 [SEP] [MASK],309
215 52 [SEP] [MASK],215
215 143 [SEP] [MASK],215
215 126 [SEP] [MASK],215
215 129 [SEP] [MASK],215
215 16 [SEP] [MASK],215
215 50 [SEP] [MASK],215
215 87 [SEP] [MASK],215
215 13 [SEP] [MASK],215
215 200 [SEP] [MASK],215
215 46 [SEP] [MASK],215
215 145 [SEP] [MASK],215
215 142 [SEP] [MASK],215
215 173 [SEP] [MASK],215
215 191 [SEP] [MASK],215
215 34 [SEP] [MASK],215
215 172 [SEP] [MASK],215
215 5 [SEP] [MASK],215
215 276 [SEP] [MASK],276
215 329 [SEP] [MASK],329
215 130 [SEP] [MASK],215
215 339 [SEP] [MASK],339
215 15 [SEP] [MASK],215
215 122 [SEP] [MASK],215
215 55 [SEP] [MASK],215
215 3 [SEP] [MASK],215
215 51 [SEP] [MASK],215
215 224 [SEP] [MASK],224
215 301 [SEP] [MASK],301
215 114 [SEP] [MASK],215
215 81 [SEP] [MASK],215
215 244 [SEP] [MASK],244
215 12 [SEP] [MASK],215
215 322 [SEP] [MASK],322
215 73 [SEP] [MASK],215
215 53 [SEP] [MASK],215
215 258 [SEP] [MASK],258
215 141 [SEP] [MASK],215
215 111 [SEP] [MASK],215
215 44 [SEP] [MASK],215
215 24 [SEP] [MASK],215
215 77 [SEP] [MASK],215
215 318 [SEP] [MASK],318
215 194 [SEP] [MASK],215
215 42 [SEP] [MASK],215
215 249 [SEP] [MASK],249
215 178 [SEP] [MASK],215
215 134 [SEP] [MASK],215
215 236 [SEP] [MASK],236
215 257 [SEP] [MASK],257
215 281 [SEP] [MASK],281
215 78 [SEP] [MASK],215
215 4 [SEP] [MASK],215
215 71 [SEP] [MASK],215
215 125 [SEP] [MASK],215
215 86 [SEP] [MASK],215
215 242 [SEP] [MASK],242
215 36 [SEP] [MASK],215
215 144 [SEP] [MASK],215
215 330 [SEP] [MASK],330
215 156 [SEP] [MASK],215
215 118 [SEP] [MASK],215
215 102 [SEP] [MASK],215
215 127 [SEP] [MASK],215
215 219 [SEP] [MASK],219
215 28 [SEP] [MASK],215
215 197 [SEP] [MASK],215
215 96 [SEP] [MASK],215
215 314 [SEP] [MASK],314
215 306 [SEP] [MASK],306
215 84 [SEP] [MASK],215
215 241 [SEP] [MASK],241
215 10 [SEP] [MASK],215
215 177 [SEP] [MASK],215
215 307 [SEP] [MASK],307
215 320 [SEP] [MASK],320
215 302 [SEP] [MASK],302
215 128 [SEP] [MASK],215
215 234 [SEP] [MASK],234
215 0 [SEP] [MASK],215
215 161 [SEP] [MASK],215
215 140 [SEP] [MASK],215
215 247 [SEP] [MASK],247
215 336 [SEP] [MASK],336
215 120 [SEP] [MASK],215
215 334 [SEP] [MASK],334
215 69 [SEP] [MASK],215
215 121 [SEP] [MASK],215
215 313 [SEP] [MASK],313
215 166 [SEP] [MASK],215
215 65 [SEP] [MASK],215
215 270 [SEP] [MASK],270
215 165 [SEP] [MASK],215
215 272 [SEP] [MASK],272
215 2 [SEP] [MASK],215
215 176 [SEP] [MASK],215
215 261 [SEP] [MASK],261
215 131 [SEP] [MASK],215
215 233 [SEP] [MASK],233
215 310 [SEP] [MASK],310
215 262 [SEP] [MASK],262
215 222 [SEP] [MASK],222
215 108 [SEP] [MASK],215
215 54 [SEP] [MASK],215
215 198 [SEP] [MASK],215
215 25 [SEP] [MASK],215
215 273 [SEP] [MASK],273
215 181 [SEP] [MASK],215
215 260 [SEP] [MASK],260
215 186 [SEP] [MASK],215
215 253 [SEP] [MASK],253
215 155 [SEP] [MASK],215
215 205 [SEP] [MASK],215
215 214 [SEP] [MASK],215
215 311 [SEP] [MASK],311
215 33 [SEP] [MASK],215
215 160 [SEP] [MASK],215
215 35 [SEP] [MASK],215
215 150 [SEP] [MASK],215
215 23 [SEP] [MASK],215
215 27 [SEP] [MASK],215
215 45 [SEP] [MASK],215
215 291 [SEP] [MASK],291
215 316 [SEP] [MASK],316
215 62 [SEP] [MASK],215
215 56 [SEP] [MASK],215
215 212 [SEP] [MASK],215
215 146 [SEP] [MASK],215
215 39 [SEP] [MASK],215
215 72 [SEP] [MASK],215
215 104 [SEP] [MASK],215
215 66 [SEP] [MASK],215
215 312 [SEP] [MASK],312
215 240 [SEP] [MASK],240
215 31 [SEP] [MASK],215
215 48 [SEP] [MASK],215
215 319 [SEP] [MASK],319
215 158 [SEP] [MASK],215
215 196 [SEP] [MASK],215
215 124 [SEP] [MASK],215
215 331 [SEP] [MASK],331
215 218 [SEP] [MASK],218
215 99 [SEP] [MASK],215
215 94 [SEP] [MASK],215
215 32 [SEP] [MASK],215
215 149 [SEP] [MASK],215
215 280 [SEP] [MASK],280
215 171 [SEP] [MASK],215
215 216 [SEP] [MASK],216
215 239 [SEP] [MASK],239
215 135 [SEP] [MASK],215
215 88 [SEP] [MASK],215
215 324 [SEP] [MASK],324
215 151 [SEP] [MASK],215
215 157 [SEP] [MASK],215
215 264 [SEP] [MASK],264
215 109 [SEP] [MASK],215
215 26 [SEP] [MASK],215
215 132 [SEP] [MASK],215
215 221 [SEP] [MASK],221
215 49 [SEP] [MASK],215
215 220 [SEP] [MASK],220
215 116 [SEP] [MASK],215
215 153 [SEP] [MASK],215
215 152 [SEP] [MASK],215
215 340 [SEP] [MASK],340
215 204 [SEP] [MASK],215
215 294 [SEP] [MASK],294
215 100 [SEP] [MASK],215
215 321 [SEP] [MASK],321
215 207 [SEP] [MASK],215
215 74 [SEP] [MASK],215
215 41 [SEP] [MASK],215
215 231 [SEP] [MASK],231
215 106 [SEP] [MASK],215
215 254 [SEP] [MASK],254
215 283 [SEP] [MASK],283
215 184 [SEP] [MASK],215
215 167 [SEP] [MASK],215
215 255 [SEP] [MASK],255
215 163 [SEP] [MASK],215
215 14 [SEP] [MASK],215
215 1 [SEP] [MASK],215
215 159 [SEP] [MASK],215
215 333 [SEP] [MASK],333
215 189 [SEP] [MASK],215
215 292 [SEP] [MASK],292
215 22 [SEP] [MASK],215
215 182 [SEP] [MASK],215
215 95 [SEP] [MASK],215
215 230 [SEP] [MASK],230
215 209 [SEP] [MASK],215
215 256 [SEP] [MASK],256
215 80 [SEP] [MASK],215
215 137 [SEP] [MASK],215
215 168 [SEP] [MASK],215
215 279 [SEP] [MASK],279
215 235 [SEP] [MASK],235
215 29 [SEP] [MASK],215
215 85 [SEP] [MASK],215
215 298 [SEP] [MASK],298
215 274 [SEP] [MASK],274
215 303 [SEP] [MASK],303
215 169 [SEP] [MASK],215
215 278 [SEP] [MASK],278
215 170 [SEP] [MASK],215
215 228 [SEP] [MASK],228
215 91 [SEP] [MASK],215
215 226 [SEP] [MASK],226
215 300 [SEP] [MASK],300
215 266 [SEP] [MASK],266
215 252 [SEP] [MASK],252
215 179 [SEP] [MASK],215
215 7 [SEP] [MASK],215
215 21 [SEP] [MASK],215
308 180 [SEP] [MASK],308
308 67 [SEP] [MASK],308
308 6 [SEP] [MASK],308
308 68 [SEP] [MASK],308
308 282 [SEP] [MASK],308
308 293 [SEP] [MASK],308
308 82 [SEP] [MASK],308
308 295 [SEP] [MASK],308
308 162 [SEP] [MASK],308
308 63 [SEP] [MASK],308
308 195 [SEP] [MASK],308
308 58 [SEP] [MASK],308
308 202 [SEP] [MASK],308
308 115 [SEP] [MASK],308
308 215 [SEP] [MASK],308
308 268 [SEP] [MASK],308
308 97 [SEP] [MASK],308
308 251 [SEP] [MASK],308
308 38 [SEP] [MASK],308
308 203 [SEP] [MASK],308
308 93 [SEP] [MASK],308
308 246 [SEP] [MASK],308
308 192 [SEP] [MASK],308
308 309 [SEP] [MASK],309
308 52 [SEP] [MASK],308
308 143 [SEP] [MASK],308
308 126 [SEP] [MASK],308
308 129 [SEP] [MASK],308
308 16 [SEP] [MASK],308
308 50 [SEP] [MASK],308
308 87 [SEP] [MASK],308
308 13 [SEP] [MASK],308
308 200 [SEP] [MASK],308
308 46 [SEP] [MASK],308
308 145 [SEP] [MASK],308
308 142 [SEP] [MASK],308
308 173 [SEP] [MASK],308
308 191 [SEP] [MASK],308
308 34 [SEP] [MASK],308
308 172 [SEP] [MASK],308
308 5 [SEP] [MASK],308
308 276 [SEP] [MASK],308
308 329 [SEP] [MASK],329
308 130 [SEP] [MASK],308
308 339 [SEP] [MASK],339
308 15 [SEP] [MASK],308
308 122 [SEP] [MASK],308
308 55 [SEP] [MASK],308
308 3 [SEP] [MASK],308
308 51 [SEP] [MASK],308
308 224 [SEP] [MASK],308
308 301 [SEP] [MASK],308
308 114 [SEP] [MASK],308
308 81 [SEP] [MASK],308
308 244 [SEP] [MASK],308
308 12 [SEP] [MASK],308
308 322 [SEP] [MASK],322
308 73 [SEP] [MASK],308
308 53 [SEP] [MASK],308
308 258 [SEP] [MASK],308
308 141 [SEP] [MASK],308
308 111 [SEP] [MASK],308
308 44 [SEP] [MASK],308
308 24 [SEP] [MASK],308
308 77 [SEP] [MASK],308
308 318 [SEP] [MASK],318
308 194 [SEP] [MASK],308
308 42 [SEP] [MASK],308
308 249 [SEP] [MASK],308
308 178 [SEP] [MASK],308
308 134 [SEP] [MASK],308
308 236 [SEP] [MASK],308
308 257 [SEP] [MASK],308
308 281 [SEP] [MASK],308
308 78 [SEP] [MASK],308
308 4 [SEP] [MASK],308
308 71 [SEP] [MASK],308
308 125 [SEP] [MASK],308
308 86 [SEP] [MASK],308
308 242 [SEP] [MASK],308
308 36 [SEP] [MASK],308
308 144 [SEP] [MASK],308
308 330 [SEP] [MASK],330
308 156 [SEP] [MASK],308
308 118 [SEP] [MASK],308
308 102 [SEP] [MASK],308
308 127 [SEP] [MASK],308
308 219 [SEP] [MASK],308
308 28 [SEP] [MASK],308
308 197 [SEP] [MASK],308
308 96 [SEP] [MASK],308
308 314 [SEP] [MASK],314
308 306 [SEP] [MASK],308
308 84 [SEP] [MASK],308
308 241 [SEP] [MASK],308
308 10 [SEP] [MASK],308
308 177 [SEP] [MASK],308
308 307 [SEP] [MASK],308
308 320 [SEP] [MASK],320
308 302 [SEP] [MASK],308
308 128 [SEP] [MASK],308
308 234 [SEP] [MASK],308
308 0 [SEP] [MASK],308
308 161 [SEP] [MASK],308
308 140 [SEP] [MASK],308
308 247 [SEP] [MASK],308
308 336 [SEP] [MASK],336
308 120 [SEP] [MASK],308
308 334 [SEP] [MASK],334
308 69 [SEP] [MASK],308
308 121 [SEP] [MASK],308
308 313 [SEP] [MASK],313
308 166 [SEP] [MASK],308
308 65 [SEP] [MASK],308
308 270 [SEP] [MASK],308
308 165 [SEP] [MASK],308
308 272 [SEP] [MASK],308
308 2 [SEP] [MASK],308
308 176 [SEP] [MASK],308
308 261 [SEP] [MASK],308
308 131 [SEP] [MASK],308
308 233 [SEP] [MASK],308
308 310 [SEP] [MASK],310
308 262 [SEP] [MASK],308
308 222 [SEP] [MASK],308
308 108 [SEP] [MASK],308
308 54 [SEP] [MASK],308
308 198 [SEP] [MASK],308
308 25 [SEP] [MASK],308
308 273 [SEP] [MASK],308
308 181 [SEP] [MASK],308
308 260 [SEP] [MASK],308
308 186 [SEP] [MASK],308
308 253 [SEP] [MASK],308
308 155 [SEP] [MASK],308
308 205 [SEP] [MASK],308
308 214 [SEP] [MASK],308
308 311 [SEP] [MASK],311
308 33 [SEP] [MASK],308
308 160 [SEP] [MASK],308
308 35 [SEP] [MASK],308
308 150 [SEP] [MASK],308
308 23 [SEP] [MASK],308
308 27 [SEP] [MASK],308
308 45 [SEP] [MASK],308
308 291 [SEP] [MASK],308
308 316 [SEP] [MASK],316
308 62 [SEP] [MASK],308
308 56 [SEP] [MASK],308
308 212 [SEP] [MASK],308
308 146 [SEP] [MASK],308
308 39 [SEP] [MASK],308
308 72 [SEP] [MASK],308
308 104 [SEP] [MASK],308
308 66 [SEP] [MASK],308
308 312 [SEP] [MASK],312
308 240 [SEP] [MASK],308
308 31 [SEP] [MASK],308
308 48 [SEP] [MASK],308
308 319 [SEP] [MASK],319
308 158 [SEP] [MASK],308
308 196 [SEP] [MASK],308
308 124 [SEP] [MASK],308
308 331 [SEP] [MASK],331
308 218 [SEP] [MASK],308
308 99 [SEP] [MASK],308
308 94 [SEP] [MASK],308
308 32 [SEP] [MASK],308
308 149 [SEP] [MASK],308
308 280 [SEP] [MASK],308
308 171 [SEP] [MASK],308
308 216 [SEP] [MASK],308
308 239 [SEP] [MASK],308
308 135 [SEP] [MASK],308
308 88 [SEP] [MASK],308
308 324 [SEP] [MASK],324
308 151 [SEP] [MASK],308
308 157 [SEP] [MASK],308
308 264 [SEP] [MASK],308
308 109 [SEP] [MASK],308
308 26 [SEP] [MASK],308
308 132 [SEP] [MASK],308
308 221 [SEP] [MASK],308
308 49 [SEP] [MASK],308
308 220 [SEP] [MASK],308
308 116 [SEP] [MASK],308
308 153 [SEP] [MASK],308
308 152 [SEP] [MASK],308
308 340 [SEP] [MASK],340
308 204 [SEP] [MASK],308
308 294 [SEP] [MASK],308
308 100 [SEP] [MASK],308
308 321 [SEP] [MASK],321
308 207 [SEP] [MASK],308
308 74 [SEP] [MASK],308
308 41 [SEP] [MASK],308
308 231 [SEP] [MASK],308
308 106 [SEP] [MASK],308
308 254 [SEP] [MASK],308
308 283 [SEP] [MASK],308
308 184 [SEP] [MASK],308
308 167 [SEP] [MASK],308
308 255 [SEP] [MASK],308
308 163 [SEP] [MASK],308
308 14 [SEP] [MASK],308
308 1 [SEP] [MASK],308
308 159 [SEP] [MASK],308
308 333 [SEP] [MASK],333
308 189 [SEP] [MASK],308
308 292 [SEP] [MASK],308
308 22 [SEP] [MASK],308
308 182 [SEP] [MASK],308
308 95 [SEP] [MASK],308
308 230 [SEP] [MASK],308
308 209 [SEP] [MASK],308
308 256 [SEP] [MASK],308
308 80 [SEP] [MASK],308
308 137 [SEP] [MASK],308
308 168 [SEP] [MASK],308
308 279 [SEP] [MASK],308
308 235 [SEP] [MASK],308
308 29 [SEP] [MASK],308
308 85 [SEP] [MASK],308
308 298 [SEP] [MASK],308
308 274 [SEP] [MASK],308
308 303 [SEP] [MASK],308
308 169 [SEP] [MASK],308
308 278 [SEP] [MASK],308
308 170 [SEP] [MASK],308
308 228 [SEP] [MASK],308
308 91 [SEP] [MASK],308
308 226 [SEP] [MASK],308
308 300 [SEP] [MASK],308
308 266 [SEP] [MASK],308
308 252 [SEP] [MASK],308
308 179 [SEP] [MASK],308
308 7 [SEP] [MASK],308
308 21 [SEP] [MASK],308
268 180 [SEP] [MASK],268
268 67 [SEP] [MASK],268
268 6 [SEP] [MASK],268
268 68 [SEP] [MASK],268
268 282 [SEP] [MASK],282
268 293 [SEP] [MASK],293
268 82 [SEP] [MASK],268
268 295 [SEP] [MASK],295
268 162 [SEP] [MASK],268
268 63 [SEP] [MASK],268
268 195 [SEP] [MASK],268
268 58 [SEP] [MASK],268
268 202 [SEP] [MASK],268
268 115 [SEP] [MASK],268
268 215 [SEP] [MASK],268
268 308 [SEP] [MASK],308
268 97 [SEP] [MASK],268
268 251 [SEP] [MASK],268
268 38 [SEP] [MASK],268
268 203 [SEP] [MASK],268
268 93 [SEP] [MASK],268
268 246 [SEP] [MASK],268
268 192 [SEP] [MASK],268
268 309 [SEP] [MASK],309
268 52 [SEP] [MASK],268
268 143 [SEP] [MASK],268
268 126 [SEP] [MASK],268
268 129 [SEP] [MASK],268
268 16 [SEP] [MASK],268
268 50 [SEP] [MASK],268
268 87 [SEP] [MASK],268
268 13 [SEP] [MASK],268
268 200 [SEP] [MASK],268
268 46 [SEP] [MASK],268
268 145 [SEP] [MASK],268
268 142 [SEP] [MASK],268
268 173 [SEP] [MASK],268
268 191 [SEP] [MASK],268
268 34 [SEP] [MASK],268
268 172 [SEP] [MASK],268
268 5 [SEP] [MASK],268
268 276 [SEP] [MASK],276
268 329 [SEP] [MASK],329
268 130 [SEP] [MASK],268
268 339 [SEP] [MASK],339
268 15 [SEP] [MASK],268
268 122 [SEP] [MASK],268
268 55 [SEP] [MASK],268
268 3 [SEP] [MASK],268
268 51 [SEP] [MASK],268
268 224 [SEP] [MASK],268
268 301 [SEP] [MASK],301
268 114 [SEP] [MASK],268
268 81 [SEP] [MASK],268
268 244 [SEP] [MASK],268
268 12 [SEP] [MASK],268
268 322 [SEP] [MASK],322
268 73 [SEP] [MASK],268
268 53 [SEP] [MASK],268
268 258 [SEP] [MASK],268
268 141 [SEP] [MASK],268
268 111 [SEP] [MASK],268
268 44 [SEP] [MASK],268
268 24 [SEP] [MASK],268
268 77 [SEP] [MASK],268
268 318 [SEP] [MASK],318
268 194 [SEP] [MASK],268
268 42 [SEP] [MASK],268
268 249 [SEP] [MASK],268
268 178 [SEP] [MASK],268
268 134 [SEP] [MASK],268
268 236 [SEP] [MASK],268
268 257 [SEP] [MASK],268
268 281 [SEP] [MASK],281
268 78 [SEP] [MASK],268
268 4 [SEP] [MASK],268
268 71 [SEP] [MASK],268
268 125 [SEP] [MASK],268
268 86 [SEP] [MASK],268
268 242 [SEP] [MASK],268
268 36 [SEP] [MASK],268
268 144 [SEP] [MASK],268
268 330 [SEP] [MASK],330
268 156 [SEP] [MASK],268
268 118 [SEP] [MASK],268
268 102 [SEP] [MASK],268
268 127 [SEP] [MASK],268
268 219 [SEP] [MASK],268
268 28 [SEP] [MASK],268
268 197 [SEP] [MASK],268
268 96 [SEP] [MASK],268
268 314 [SEP] [MASK],314
268 306 [SEP] [MASK],306
268 84 [SEP] [MASK],268
268 241 [SEP] [MASK],268
268 10 [SEP] [MASK],268
268 177 [SEP] [MASK],268
268 307 [SEP] [MASK],307
268 320 [SEP] [MASK],320
268 302 [SEP] [MASK],302
268 128 [SEP] [MASK],268
268 234 [SEP] [MASK],268
268 0 [SEP] [MASK],268
268 161 [SEP] [MASK],268
268 140 [SEP] [MASK],268
268 247 [SEP] [MASK],268
268 336 [SEP] [MASK],336
268 120 [SEP] [MASK],268
268 334 [SEP] [MASK],334
268 69 [SEP] [MASK],268
268 121 [SEP] [MASK],268
268 313 [SEP] [MASK],313
268 166 [SEP] [MASK],268
268 65 [SEP] [MASK],268
268 270 [SEP] [MASK],270
268 165 [SEP] [MASK],268
268 272 [SEP] [MASK],272
268 2 [SEP] [MASK],268
268 176 [SEP] [MASK],268
268 261 [SEP] [MASK],268
268 131 [SEP] [MASK],268
268 233 [SEP] [MASK],268
268 310 [SEP] [MASK],310
268 262 [SEP] [MASK],268
268 222 [SEP] [MASK],268
268 108 [SEP] [MASK],268
268 54 [SEP] [MASK],268
268 198 [SEP] [MASK],268
268 25 [SEP] [MASK],268
268 273 [SEP] [MASK],273
268 181 [SEP] [MASK],268
268 260 [SEP] [MASK],268
268 186 [SEP] [MASK],268
268 253 [SEP] [MASK],268
268 155 [SEP] [MASK],268
268 205 [SEP] [MASK],268
268 214 [SEP] [MASK],268
268 311 [SEP] [MASK],311
268 33 [SEP] [MASK],268
268 160 [SEP] [MASK],268
268 35 [SEP] [MASK],268
268 150 [SEP] [MASK],268
268 23 [SEP] [MASK],268
268 27 [SEP] [MASK],268
268 45 [SEP] [MASK],268
268 291 [SEP] [MASK],291
268 316 [SEP] [MASK],316
268 62 [SEP] [MASK],268
268 56 [SEP] [MASK],268
268 212 [SEP] [MASK],268
268 146 [SEP] [MASK],268
268 39 [SEP] [MASK],268
268 72 [SEP] [MASK],268
268 104 [SEP] [MASK],268
268 66 [SEP] [MASK],268
268 312 [SEP] [MASK],312
268 240 [SEP] [MASK],268
268 31 [SEP] [MASK],268
268 48 [SEP] [MASK],268
268 319 [SEP] [MASK],319
268 158 [SEP] [MASK],268
268 196 [SEP] [MASK],268
268 124 [SEP] [MASK],268
268 331 [SEP] [MASK],331
268 218 [SEP] [MASK],268
268 99 [SEP] [MASK],268
268 94 [SEP] [MASK],268
268 32 [SEP] [MASK],268
268 149 [SEP] [MASK],268
268 280 [SEP] [MASK],280
268 171 [SEP] [MASK],268
268 216 [SEP] [MASK],268
268 239 [SEP] [MASK],268
268 135 [SEP] [MASK],268
268 88 [SEP] [MASK],268
268 324 [SEP] [MASK],324
268 151 [SEP] [MASK],268
268 157 [SEP] [MASK],268
268 264 [SEP] [MASK],268
268 109 [SEP] [MASK],268
268 26 [SEP] [MASK],268
268 132 [SEP] [MASK],268
268 221 [SEP] [MASK],268
268 49 [SEP] [MASK],268
268 220 [SEP] [MASK],268
268 116 [SEP] [MASK],268
268 153 [SEP] [MASK],268
268 152 [SEP] [MASK],268
268 340 [SEP] [MASK],340
268 204 [SEP] [MASK],268
268 294 [SEP] [MASK],294
268 100 [SEP] [MASK],268
268 321 [SEP] [MASK],321
268 207 [SEP] [MASK],268
268 74 [SEP] [MASK],268
268 41 [SEP] [MASK],268
268 231 [SEP] [MASK],268
268 106 [SEP] [MASK],268
268 254 [SEP] [MASK],268
268 283 [SEP] [MASK],283
268 184 [SEP] [MASK],268
268 167 [SEP] [MASK],268
268 255 [SEP] [MASK],268
268 163 [SEP] [MASK],268
268 14 [SEP] [MASK],268
268 1 [SEP] [MASK],268
268 159 [SEP] [MASK],268
268 333 [SEP] [MASK],333
268 189 [SEP] [MASK],268
268 292 [SEP] [MASK],292
268 22 [SEP] [MASK],268
268 182 [SEP] [MASK],268
268 95 [SEP] [MASK],268
268 230 [SEP] [MASK],268
268 209 [SEP] [MASK],268
268 256 [SEP] [MASK],268
268 80 [SEP] [MASK],268
268 137 [SEP] [MASK],268
268 168 [SEP] [MASK],268
268 279 [SEP] [MASK],279
268 235 [SEP] [MASK],268
268 29 [SEP] [MASK],268
268 85 [SEP] [MASK],268
268 298 [SEP] [MASK],298
268 274 [SEP] [MASK],274
268 303 [SEP] [MASK],303
268 169 [SEP] [MASK],268
268 278 [SEP] [MASK],278
268 170 [SEP] [MASK],268
268 228 [SEP] [MASK],268
268 91 [SEP] [MASK],268
268 226 [SEP] [MASK],268
268 300 [SEP] [MASK],300
268 266 [SEP] [MASK],268
268 252 [SEP] [MASK],268
268 179 [SEP] [MASK],268
268 7 [SEP] [MASK],268
268 21 [SEP] [MASK],268
97 180 [SEP] [MASK],180
97 67 [SEP] [MASK],97
97 6 [SEP] [MASK],97
97 68 [SEP] [MASK],97
97 282 [SEP] [MASK],282
97 293 [SEP] [MASK],293
97 82 [SEP] [MASK],97
97 295 [SEP] [MASK],295
97 162 [SEP] [MASK],162
97 63 [SEP] [MASK],97
97 195 [SEP] [MASK],195
97 58 [SEP] [MASK],97
97 202 [SEP] [MASK],202
97 115 [SEP] [MASK],115
97 215 [SEP] [MASK],215
97 308 [SEP] [MASK],308
97 268 [SEP] [MASK],268
97 251 [SEP] [MASK],251
97 38 [SEP] [MASK],97
97 203 [SEP] [MASK],203
97 93 [SEP] [MASK],97
97 246 [SEP] [MASK],246
97 192 [SEP] [MASK],192
97 309 [SEP] [MASK],309
97 52 [SEP] [MASK],97
97 143 [SEP] [MASK],143
97 126 [SEP] [MASK],126
97 129 [SEP] [MASK],129
97 16 [SEP] [MASK],97
97 50 [SEP] [MASK],97
97 87 [SEP] [MASK],97
97 13 [SEP] [MASK],97
97 200 [SEP] [MASK],200
97 46 [SEP] [MASK],97
97 145 [SEP] [MASK],145
97 142 [SEP] [MASK],142
97 173 [SEP] [MASK],173
97 191 [SEP] [MASK],191
97 34 [SEP] [MASK],97
97 172 [SEP] [MASK],172
97 5 [SEP] [MASK],97
97 276 [SEP] [MASK],276
97 329 [SEP] [MASK],329
97 130 [SEP] [MASK],130
97 339 [SEP] [MASK],339
97 15 [SEP] [MASK],97
97 122 [SEP] [MASK],122
97 55 [SEP] [MASK],97
97 3 [SEP] [MASK],97
97 51 [SEP] [MASK],97
97 224 [SEP] [MASK],224
97 301 [SEP] [MASK],301
97 114 [SEP] [MASK],114
97 81 [SEP] [MASK],97
97 244 [SEP] [MASK],244
97 12 [SEP] [MASK],97
97 322 [SEP] [MASK],322
97 73 [SEP] [MASK],97
97 53 [SEP] [MASK],97
97 258 [SEP] [MASK],258
97 141 [SEP] [MASK],141
97 111 [SEP] [MASK],111
97 44 [SEP] [MASK],97
97 24 [SEP] [MASK],97
97 77 [SEP] [MASK],97
97 318 [SEP] [MASK],318
97 194 [SEP] [MASK],194
97 42 [SEP] [MASK],97
97 249 [SEP] [MASK],249
97 178 [SEP] [MASK],178
97 134 [SEP] [MASK],134
97 236 [SEP] [MASK],236
97 257 [SEP] [MASK],257
97 281 [SEP] [MASK],281
97 78 [SEP] [MASK],97
97 4 [SEP] [MASK],97
97 71 [SEP] [MASK],97
97 125 [SEP] [MASK],125
97 86 [SEP] [MASK],97
97 242 [SEP] [MASK],242
97 36 [SEP] [MASK],97
97 144 [SEP] [MASK],144
97 330 [SEP] [MASK],330
97 156 [SEP] [MASK],156
97 118 [SEP] [MASK],118
97 102 [SEP] [MASK],102
97 127 [SEP] [MASK],127
97 219 [SEP] [MASK],219
97 28 [SEP] [MASK],97
97 197 [SEP] [MASK],197
97 96 [SEP] [MASK],97
97 314 [SEP] [MASK],314
97 306 [SEP] [MASK],306
97 84 [SEP] [MASK],97
97 241 [SEP] [MASK],241
