input,label
77 47 [SEP] [MASK],77
77 48 [SEP] [MASK],77
77 49 [SEP] [MASK],77
77 50 [SEP] [MASK],77
77 51 [SEP] [MASK],77
77 52 [SEP] [MASK],77
77 53 [SEP] [MASK],77
77 54 [SEP] [MASK],77
77 55 [SEP] [MASK],77
77 56 [SEP] [MASK],77
77 57 [SEP] [MASK],77
77 58 [SEP] [MASK],77
77 59 [SEP] [MASK],77
77 60 [SEP] [MASK],77
77 61 [SEP] [MASK],77
77 62 [SEP] [MASK],77
77 63 [SEP] [MASK],77
77 64 [SEP] [MASK],77
77 65 [SEP] [MASK],77
77 66 [SEP] [MASK],77
77 67 [SEP] [MASK],77
77 68 [SEP] [MASK],77
77 69 [SEP] [MASK],77
77 70 [SEP] [MASK],77
77 71 [SEP] [MASK],77
77 72 [SEP] [MASK],77
77 73 [SEP] [MASK],77
77 74 [SEP] [MASK],77
77 75 [SEP] [MASK],77
77 76 [SEP] [MASK],77
77 78 [SEP] [MASK],78
77 79 [SEP] [MASK],79
77 80 [SEP] [MASK],80
77 81 [SEP] [MASK],81
77 82 [SEP] [MASK],82
77 83 [SEP] [MASK],83
77 84 [SEP] [MASK],84
77 85 [SEP] [MASK],85
77 86 [SEP] [MASK],86
77 87 [SEP] [MASK],87
77 88 [SEP] [MASK],88
77 89 [SEP] [MASK],89
77 90 [SEP] [MASK],90
77 91 [SEP] [MASK],91
77 92 [SEP] [MASK],92
77 93 [SEP] [MASK],93
77 94 [SEP] [MASK],94
77 95 [SEP] [MASK],95
77 96 [SEP] [MASK],96
77 97 [SEP] [MASK],97
77 98 [SEP] [MASK],98
77 99 [SEP] [MASK],99
77 100 [SEP] [MASK],100
77 101 [SEP] [MASK],101
77 102 [SEP] [MASK],102
77 103 [SEP] [MASK],103
77 104 [SEP] [MASK],104
77 105 [SEP] [MASK],105
77 106 [SEP] [MASK],106
77 107 [SEP] [MASK],107
77 108 [SEP] [MASK],108
77 109 [SEP] [MASK],109
77 110 [SEP] [MASK],110
77 111 [SEP] [MASK],111
77 112 [SEP] [MASK],112
77 113 [SEP] [MASK],113
77 114 [SEP] [MASK],114
77 115 [SEP] [MASK],115
77 116 [SEP] [MASK],116
77 117 [SEP] [MASK],117
77 118 [SEP] [MASK],118
77 119 [SEP] [MASK],119
77 120 [SEP] [MASK],120
77 121 [SEP] [MASK],121
77 122 [SEP] [MASK],122
77 123 [SEP] [MASK],123
77 124 [SEP] [MASK],124
77 125 [SEP] [MASK],125
77 126 [SEP] [MASK],126
77 127 [SEP] [MASK],127
77 128 [SEP] [MASK],128
77 129 [SEP] [MASK],129
77 130 [SEP] [MASK],130
77 131 [SEP] [MASK],131
77 132 [SEP] [MASK],132
77 133 [SEP] [MASK],133
77 134 [SEP] [MASK],134
77 135 [SEP] [MASK],135
77 136 [SEP] [MASK],136
77 137 [SEP] [MASK],137
77 138 [SEP] [MASK],138
77 139 [SEP] [MASK],139
77 140 [SEP] [MASK],140
77 141 [SEP] [MASK],141
77 142 [SEP] [MASK],142
77 143 [SEP] [MASK],143
77 144 [SEP] [MASK],144
77 145 [SEP] [MASK],145
77 146 [SEP] [MASK],146
77 147 [SEP] [MASK],147
77 148 [SEP] [MASK],148
77 149 [SEP] [MASK],149
77 150 [SEP] [MASK],150
77 151 [SEP] [MASK],151
77 152 [SEP] [MASK],152
77 153 [SEP] [MASK],153
77 154 [SEP] [MASK],154
77 155 [SEP] [MASK],155
77 156 [SEP] [MASK],156
77 157 [SEP] [MASK],157
77 158 [SEP] [MASK],158
77 159 [SEP] [MASK],159
77 160 [SEP] [MASK],160
77 161 [SEP] [MASK],161
77 162 [SEP] [MASK],162
77 163 [SEP] [MASK],163
77 164 [SEP] [MASK],164
77 165 [SEP] [MASK],165
77 166 [SEP] [MASK],166
77 167 [SEP] [MASK],167
77 168 [SEP] [MASK],168
77 169 [SEP] [MASK],169
77 170 [SEP] [MASK],170
77 171 [SEP] [MASK],171
77 172 [SEP] [MASK],172
77 173 [SEP] [MASK],173
77 174 [SEP] [MASK],174
77 175 [SEP] [MASK],175
77 176 [SEP] [MASK],176
77 177 [SEP] [MASK],177
77 178 [SEP] [MASK],178
77 179 [SEP] [MASK],179
77 180 [SEP] [MASK],180
77 181 [SEP] [MASK],181
77 182 [SEP] [MASK],182
77 183 [SEP] [MASK],183
77 184 [SEP] [MASK],184
77 185 [SEP] [MASK],185
77 186 [SEP] [MASK],186
77 187 [SEP] [MASK],187
77 188 [SEP] [MASK],188
77 189 [SEP] [MASK],189
77 190 [SEP] [MASK],190
77 191 [SEP] [MASK],191
77 192 [SEP] [MASK],192
77 193 [SEP] [MASK],193
77 194 [SEP] [MASK],194
77 195 [SEP] [MASK],195
77 196 [SEP] [MASK],196
77 197 [SEP] [MASK],197
77 198 [SEP] [MASK],198
77 199 [SEP] [MASK],199
77 200 [SEP] [MASK],200
77 201 [SEP] [MASK],201
77 202 [SEP] [MASK],202
77 203 [SEP] [MASK],203
77 204 [SEP] [MASK],204
77 205 [SEP] [MASK],205
77 206 [SEP] [MASK],206
77 207 [SEP] [MASK],207
77 208 [SEP] [MASK],208
77 209 [SEP] [MASK],209
77 210 [SEP] [MASK],210
77 211 [SEP] [MASK],211
77 212 [SEP] [MASK],212
77 213 [SEP] [MASK],213
77 214 [SEP] [MASK],214
77 215 [SEP] [MASK],215
77 216 [SEP] [MASK],216
77 217 [SEP] [MASK],217
77 218 [SEP] [MASK],218
77 219 [SEP] [MASK],219
77 220 [SEP] [MASK],220
77 221 [SEP] [MASK],221
77 222 [SEP] [MASK],222
77 223 [SEP] [MASK],223
77 224 [SEP] [MASK],224
77 225 [SEP] [MASK],225
77 226 [SEP] [MASK],226
77 227 [SEP] [MASK],227
77 228 [SEP] [MASK],228
77 229 [SEP] [MASK],229
77 230 [SEP] [MASK],230
77 231 [SEP] [MASK],231
77 232 [SEP] [MASK],232
77 233 [SEP] [MASK],233
77 234 [SEP] [MASK],234
77 235 [SEP] [MASK],235
77 236 [SEP] [MASK],236
77 237 [SEP] [MASK],237
77 238 [SEP] [MASK],238
77 239 [SEP] [MASK],239
77 240 [SEP] [MASK],240
77 241 [SEP] [MASK],241
77 242 [SEP] [MASK],242
77 243 [SEP] [MASK],243
77 244 [SEP] [MASK],244
77 245 [SEP] [MASK],245
77 246 [SEP] [MASK],246
77 247 [SEP] [MASK],247
77 248 [SEP] [MASK],248
77 249 [SEP] [MASK],249
77 250 [SEP] [MASK],250
77 251 [SEP] [MASK],251
77 252 [SEP] [MASK],252
77 253 [SEP] [MASK],253
77 254 [SEP] [MASK],254
77 255 [SEP] [MASK],255
77 256 [SEP] [MASK],256
77 257 [SEP] [MASK],257
77 258 [SEP] [MASK],258
77 259 [SEP] [MASK],259
77 260 [SEP] [MASK],260
77 261 [SEP] [MASK],261
77 262 [SEP] [MASK],262
77 263 [SEP] [MASK],263
77 264 [SEP] [MASK],264
77 265 [SEP] [MASK],265
77 266 [SEP] [MASK],266
77 267 [SEP] [MASK],267
77 268 [SEP] [MASK],268
77 269 [SEP] [MASK],269
77 270 [SEP] [MASK],270
77 271 [SEP] [MASK],271
77 272 [SEP] [MASK],272
77 273 [SEP] [MASK],273
77 274 [SEP] [MASK],274
77 275 [SEP] [MASK],275
77 276 [SEP] [MASK],276
77 277 [SEP] [MASK],277
77 278 [SEP] [MASK],278
77 279 [SEP] [MASK],279
77 280 [SEP] [MASK],280
77 281 [SEP] [MASK],281
77 282 [SEP] [MASK],282
77 283 [SEP] [MASK],283
77 284 [SEP] [MASK],284
77 285 [SEP] [MASK],285
77 286 [SEP] [MASK],286
77 287 [SEP] [MASK],287
77 288 [SEP] [MASK],288
77 289 [SEP] [MASK],289
77 290 [SEP] [MASK],290
77 291 [SEP] [MASK],291
77 292 [SEP] [MASK],292
77 293 [SEP] [MASK],293
77 294 [SEP] [MASK],294
77 295 [SEP] [MASK],295
77 296 [SEP] [MASK],296
77 297 [SEP] [MASK],297
77 298 [SEP] [MASK],298
77 299 [SEP] [MASK],299
77 300 [SEP] [MASK],300
77 301 [SEP] [MASK],301
77 302 [SEP] [MASK],302
77 303 [SEP] [MASK],303
77 304 [SEP] [MASK],304
77 305 [SEP] [MASK],305
77 306 [SEP] [MASK],306
77 307 [SEP] [MASK],307
77 308 [SEP] [MASK],308
77 309 [SEP] [MASK],309
77 310 [SEP] [MASK],310
77 311 [SEP] [MASK],311
77 312 [SEP] [MASK],312
77 313 [SEP] [MASK],313
77 314 [SEP] [MASK],314
77 315 [SEP] [MASK],315
77 316 [SEP] [MASK],316
77 317 [SEP] [MASK],317
77 318 [SEP] [MASK],318
77 319 [SEP] [MASK],319
77 320 [SEP] [MASK],320
77 321 [SEP] [MASK],321
77 322 [SEP] [MASK],322
77 323 [SEP] [MASK],323
77 324 [SEP] [MASK],324
77 325 [SEP] [MASK],325
77 326 [SEP] [MASK],326
77 327 [SEP] [MASK],327
77 328 [SEP] [MASK],328
77 329 [SEP] [MASK],329
77 330 [SEP] [MASK],330
77 331 [SEP] [MASK],331
77 332 [SEP] [MASK],332
77 333 [SEP] [MASK],333
77 334 [SEP] [MASK],334
77 335 [SEP] [MASK],335
77 336 [SEP] [MASK],336
77 337 [SEP] [MASK],337
77 338 [SEP] [MASK],338
77 339 [SEP] [MASK],339
77 340 [SEP] [MASK],340
77 341 [SEP] [MASK],341
78 0 [SEP] [MASK],78
78 1 [SEP] [MASK],78
78 2 [SEP] [MASK],78
78 3 [SEP] [MASK],78
78 4 [SEP] [MASK],78
78 5 [SEP] [MASK],78
78 6 [SEP] [MASK],78
78 7 [SEP] [MASK],78
78 8 [SEP] [MASK],78
78 9 [SEP] [MASK],78
78 10 [SEP] [MASK],78
78 11 [SEP] [MASK],78
78 12 [SEP] [MASK],78
78 13 [SEP] [MASK],78
78 14 [SEP] [MASK],78
78 15 [SEP] [MASK],78
78 16 [SEP] [MASK],78
78 17 [SEP] [MASK],78
78 18 [SEP] [MASK],78
78 19 [SEP] [MASK],78
78 20 [SEP] [MASK],78
78 21 [SEP] [MASK],78
78 22 [SEP] [MASK],78
78 23 [SEP] [MASK],78
78 24 [SEP] [MASK],78
78 25 [SEP] [MASK],78
78 26 [SEP] [MASK],78
78 27 [SEP] [MASK],78
78 28 [SEP] [MASK],78
78 29 [SEP] [MASK],78
78 30 [SEP] [MASK],78
78 31 [SEP] [MASK],78
78 32 [SEP] [MASK],78
78 33 [SEP] [MASK],78
78 34 [SEP] [MASK],78
78 35 [SEP] [MASK],78
78 36 [SEP] [MASK],78
78 37 [SEP] [MASK],78
78 38 [SEP] [MASK],78
78 39 [SEP] [MASK],78
78 40 [SEP] [MASK],78
78 41 [SEP] [MASK],78
78 42 [SEP] [MASK],78
78 43 [SEP] [MASK],78
78 44 [SEP] [MASK],78
78 45 [SEP] [MASK],78
78 46 [SEP] [MASK],78
78 47 [SEP] [MASK],78
78 48 [SEP] [MASK],78
78 49 [SEP] [MASK],78
78 50 [SEP] [MASK],78
78 51 [SEP] [MASK],78
78 52 [SEP] [MASK],78
78 53 [SEP] [MASK],78
78 54 [SEP] [MASK],78
78 55 [SEP] [MASK],78
78 56 [SEP] [MASK],78
78 57 [SEP] [MASK],78
78 58 [SEP] [MASK],78
78 59 [SEP] [MASK],78
78 60 [SEP] [MASK],78
78 61 [SEP] [MASK],78
78 62 [SEP] [MASK],78
78 63 [SEP] [MASK],78
78 64 [SEP] [MASK],78
78 65 [SEP] [MASK],78
78 66 [SEP] [MASK],78
78 67 [SEP] [MASK],78
78 68 [SEP] [MASK],78
78 69 [SEP] [MASK],78
78 70 [SEP] [MASK],78
78 71 [SEP] [MASK],78
78 72 [SEP] [MASK],78
78 73 [SEP] [MASK],78
78 74 [SEP] [MASK],78
78 75 [SEP] [MASK],78
78 76 [SEP] [MASK],78
78 77 [SEP] [MASK],78
78 79 [SEP] [MASK],79
78 80 [SEP] [MASK],80
78 81 [SEP] [MASK],81
78 82 [SEP] [MASK],82
78 83 [SEP] [MASK],83
78 84 [SEP] [MASK],84
78 85 [SEP] [MASK],85
78 86 [SEP] [MASK],86
78 87 [SEP] [MASK],87
78 88 [SEP] [MASK],88
78 89 [SEP] [MASK],89
78 90 [SEP] [MASK],90
78 91 [SEP] [MASK],91
78 92 [SEP] [MASK],92
78 93 [SEP] [MASK],93
78 94 [SEP] [MASK],94
78 95 [SEP] [MASK],95
78 96 [SEP] [MASK],96
78 97 [SEP] [MASK],97
78 98 [SEP] [MASK],98
78 99 [SEP] [MASK],99
78 100 [SEP] [MASK],100
78 101 [SEP] [MASK],101
78 102 [SEP] [MASK],102
78 103 [SEP] [MASK],103
78 104 [SEP] [MASK],104
78 105 [SEP] [MASK],105
78 106 [SEP] [MASK],106
78 107 [SEP] [MASK],107
78 108 [SEP] [MASK],108
78 109 [SEP] [MASK],109
78 110 [SEP] [MASK],110
78 111 [SEP] [MASK],111
78 112 [SEP] [MASK],112
78 113 [SEP] [MASK],113
78 114 [SEP] [MASK],114
78 115 [SEP] [MASK],115
78 116 [SEP] [MASK],116
78 117 [SEP] [MASK],117
78 118 [SEP] [MASK],118
78 119 [SEP] [MASK],119
78 120 [SEP] [MASK],120
78 121 [SEP] [MASK],121
78 122 [SEP] [MASK],122
78 123 [SEP] [MASK],123
78 124 [SEP] [MASK],124
78 125 [SEP] [MASK],125
78 126 [SEP] [MASK],126
78 127 [SEP] [MASK],127
78 128 [SEP] [MASK],128
78 129 [SEP] [MASK],129
78 130 [SEP] [MASK],130
78 131 [SEP] [MASK],131
78 132 [SEP] [MASK],132
78 133 [SEP] [MASK],133
78 134 [SEP] [MASK],134
78 135 [SEP] [MASK],135
78 136 [SEP] [MASK],136
78 137 [SEP] [MASK],137
78 138 [SEP] [MASK],138
78 139 [SEP] [MASK],139
78 140 [SEP] [MASK],140
78 141 [SEP] [MASK],141
78 142 [SEP] [MASK],142
78 143 [SEP] [MASK],143
78 144 [SEP] [MASK],144
78 145 [SEP] [MASK],145
78 146 [SEP] [MASK],146
78 147 [SEP] [MASK],147
78 148 [SEP] [MASK],148
78 149 [SEP] [MASK],149
78 150 [SEP] [MASK],150
78 151 [SEP] [MASK],151
78 152 [SEP] [MASK],152
78 153 [SEP] [MASK],153
78 154 [SEP] [MASK],154
78 155 [SEP] [MASK],155
78 156 [SEP] [MASK],156
78 157 [SEP] [MASK],157
78 158 [SEP] [MASK],158
78 159 [SEP] [MASK],159
78 160 [SEP] [MASK],160
78 161 [SEP] [MASK],161
78 162 [SEP] [MASK],162
78 163 [SEP] [MASK],163
78 164 [SEP] [MASK],164
78 165 [SEP] [MASK],165
78 166 [SEP] [MASK],166
78 167 [SEP] [MASK],167
78 168 [SEP] [MASK],168
78 169 [SEP] [MASK],169
78 170 [SEP] [MASK],170
78 171 [SEP] [MASK],171
78 172 [SEP] [MASK],172
78 173 [SEP] [MASK],173
78 174 [SEP] [MASK],174
78 175 [SEP] [MASK],175
78 176 [SEP] [MASK],176
78 177 [SEP] [MASK],177
78 178 [SEP] [MASK],178
78 179 [SEP] [MASK],179
78 180 [SEP] [MASK],180
78 181 [SEP] [MASK],181
78 182 [SEP] [MASK],182
78 183 [SEP] [MASK],183
78 184 [SEP] [MASK],184
78 185 [SEP] [MASK],185
78 186 [SEP] [MASK],186
78 187 [SEP] [MASK],187
78 188 [SEP] [MASK],188
78 189 [SEP] [MASK],189
78 190 [SEP] [MASK],190
78 191 [SEP] [MASK],191
78 192 [SEP] [MASK],192
78 193 [SEP] [MASK],193
78 194 [SEP] [MASK],194
78 195 [SEP] [MASK],195
78 196 [SEP] [MASK],196
78 197 [SEP] [MASK],197
78 198 [SEP] [MASK],198
78 199 [SEP] [MASK],199
78 200 [SEP] [MASK],200
78 201 [SEP] [MASK],201
78 202 [SEP] [MASK],202
78 203 [SEP] [MASK],203
78 204 [SEP] [MASK],204
78 205 [SEP] [MASK],205
78 206 [SEP] [MASK],206
78 207 [SEP] [MASK],207
78 208 [SEP] [MASK],208
78 209 [SEP] [MASK],209
78 210 [SEP] [MASK],210
78 211 [SEP] [MASK],211
78 212 [SEP] [MASK],212
78 213 [SEP] [MASK],213
78 214 [SEP] [MASK],214
78 215 [SEP] [MASK],215
78 216 [SEP] [MASK],216
78 217 [SEP] [MASK],217
78 218 [SEP] [MASK],218
78 219 [SEP] [MASK],219
78 220 [SEP] [MASK],220
78 221 [SEP] [MASK],221
78 222 [SEP] [MASK],222
78 223 [SEP] [MASK],223
78 224 [SEP] [MASK],224
78 225 [SEP] [MASK],225
78 226 [SEP] [MASK],226
78 227 [SEP] [MASK],227
78 228 [SEP] [MASK],228
78 229 [SEP] [MASK],229
78 230 [SEP] [MASK],230
78 231 [SEP] [MASK],231
78 232 [SEP] [MASK],232
78 233 [SEP] [MASK],233
78 234 [SEP] [MASK],234
78 235 [SEP] [MASK],235
78 236 [SEP] [MASK],236
78 237 [SEP] [MASK],237
78 238 [SEP] [MASK],238
78 239 [SEP] [MASK],239
78 240 [SEP] [MASK],240
78 241 [SEP] [MASK],241
78 242 [SEP] [MASK],242
78 243 [SEP] [MASK],243
78 244 [SEP] [MASK],244
78 245 [SEP] [MASK],245
78 246 [SEP] [MASK],246
78 247 [SEP] [MASK],247
78 248 [SEP] [MASK],248
78 249 [SEP] [MASK],249
78 250 [SEP] [MASK],250
78 251 [SEP] [MASK],251
78 252 [SEP] [MASK],252
78 253 [SEP] [MASK],253
78 254 [SEP] [MASK],254
78 255 [SEP] [MASK],255
78 256 [SEP] [MASK],256
78 257 [SEP] [MASK],257
78 258 [SEP] [MASK],258
78 259 [SEP] [MASK],259
78 260 [SEP] [MASK],260
78 261 [SEP] [MASK],261
78 262 [SEP] [MASK],262
78 263 [SEP] [MASK],263
78 264 [SEP] [MASK],264
78 265 [SEP] [MASK],265
78 266 [SEP] [MASK],266
78 267 [SEP] [MASK],267
78 268 [SEP] [MASK],268
78 269 [SEP] [MASK],269
78 270 [SEP] [MASK],270
78 271 [SEP] [MASK],271
78 272 [SEP] [MASK],272
78 273 [SEP] [MASK],273
78 274 [SEP] [MASK],274
78 275 [SEP] [MASK],275
78 276 [SEP] [MASK],276
78 277 [SEP] [MASK],277
78 278 [SEP] [MASK],278
78 279 [SEP] [MASK],279
78 280 [SEP] [MASK],280
78 281 [SEP] [MASK],281
78 282 [SEP] [MASK],282
78 283 [SEP] [MASK],283
78 284 [SEP] [MASK],284
78 285 [SEP] [MASK],285
78 286 [SEP] [MASK],286
78 287 [SEP] [MASK],287
78 288 [SEP] [MASK],288
78 289 [SEP] [MASK],289
78 290 [SEP] [MASK],290
78 291 [SEP] [MASK],291
78 292 [SEP] [MASK],292
78 293 [SEP] [MASK],293
78 294 [SEP] [MASK],294
78 295 [SEP] [MASK],295
78 296 [SEP] [MASK],296
78 297 [SEP] [MASK],297
78 298 [SEP] [MASK],298
78 299 [SEP] [MASK],299
78 300 [SEP] [MASK],300
78 301 [SEP] [MASK],301
78 302 [SEP] [MASK],302
78 303 [SEP] [MASK],303
78 304 [SEP] [MASK],304
78 305 [SEP] [MASK],305
78 306 [SEP] [MASK],306
78 307 [SEP] [MASK],307
78 308 [SEP] [MASK],308
78 309 [SEP] [MASK],309
78 310 [SEP] [MASK],310
78 311 [SEP] [MASK],311
78 312 [SEP] [MASK],312
78 313 [SEP] [MASK],313
78 314 [SEP] [MASK],314
78 315 [SEP] [MASK],315
78 316 [SEP] [MASK],316
78 317 [SEP] [MASK],317
78 318 [SEP] [MASK],318
78 319 [SEP] [MASK],319
78 320 [SEP] [MASK],320
78 321 [SEP] [MASK],321
78 322 [SEP] [MASK],322
78 323 [SEP] [MASK],323
78 324 [SEP] [MASK],324
78 325 [SEP] [MASK],325
78 326 [SEP] [MASK],326
78 327 [SEP] [MASK],327
78 328 [SEP] [MASK],328
78 329 [SEP] [MASK],329
78 330 [SEP] [MASK],330
78 331 [SEP] [MASK],331
78 332 [SEP] [MASK],332
78 333 [SEP] [MASK],333
78 334 [SEP] [MASK],334
78 335 [SEP] [MASK],335
78 336 [SEP] [MASK],336
78 337 [SEP] [MASK],337
78 338 [SEP] [MASK],338
78 339 [SEP] [MASK],339
78 340 [SEP] [MASK],340
78 341 [SEP] [MASK],341
79 0 [SEP] [MASK],79
79 1 [SEP] [MASK],79
79 2 [SEP] [MASK],79
79 3 [SEP] [MASK],79
79 4 [SEP] [MASK],79
79 5 [SEP] [MASK],79
79 6 [SEP] [MASK],79
79 7 [SEP] [MASK],79
79 8 [SEP] [MASK],79
79 9 [SEP] [MASK],79
79 10 [SEP] [MASK],79
79 11 [SEP] [MASK],79
79 12 [SEP] [MASK],79
79 13 [SEP] [MASK],79
79 14 [SEP] [MASK],79
79 15 [SEP] [MASK],79
79 16 [SEP] [MASK],79
79 17 [SEP] [MASK],79
79 18 [SEP] [MASK],79
79 19 [SEP] [MASK],79
79 20 [SEP] [MASK],79
79 21 [SEP] [MASK],79
79 22 [SEP] [MASK],79
79 23 [SEP] [MASK],79
79 24 [SEP] [MASK],79
79 25 [SEP] [MASK],79
79 26 [SEP] [MASK],79
79 27 [SEP] [MASK],79
79 28 [SEP] [MASK],79
79 29 [SEP] [MASK],79
79 30 [SEP] [MASK],79
79 31 [SEP] [MASK],79
79 32 [SEP] [MASK],79
79 33 [SEP] [MASK],79
79 34 [SEP] [MASK],79
79 35 [SEP] [MASK],79
79 36 [SEP] [MASK],79
79 37 [SEP] [MASK],79
79 38 [SEP] [MASK],79
79 39 [SEP] [MASK],79
79 40 [SEP] [MASK],79
79 41 [SEP] [MASK],79
79 42 [SEP] [MASK],79
79 43 [SEP] [MASK],79
79 44 [SEP] [MASK],79
79 45 [SEP] [MASK],79
79 46 [SEP] [MASK],79
79 47 [SEP] [MASK],79
79 48 [SEP] [MASK],79
79 49 [SEP] [MASK],79
79 50 [SEP] [MASK],79
79 51 [SEP] [MASK],79
79 52 [SEP] [MASK],79
79 53 [SEP] [MASK],79
79 54 [SEP] [MASK],79
79 55 [SEP] [MASK],79
79 56 [SEP] [MASK],79
79 57 [SEP] [MASK],79
79 58 [SEP] [MASK],79
79 59 [SEP] [MASK],79
79 60 [SEP] [MASK],79
79 61 [SEP] [MASK],79
79 62 [SEP] [MASK],79
79 63 [SEP] [MASK],79
79 64 [SEP] [MASK],79
79 65 [SEP] [MASK],79
79 66 [SEP] [MASK],79
79 67 [SEP] [MASK],79
79 68 [SEP] [MASK],79
79 69 [SEP] [MASK],79
79 70 [SEP] [MASK],79
79 71 [SEP] [MASK],79
79 72 [SEP] [MASK],79
79 73 [SEP] [MASK],79
79 74 [SEP] [MASK],79
79 75 [SEP] [MASK],79
79 76 [SEP] [MASK],79
79 77 [SEP] [MASK],79
79 78 [SEP] [MASK],79
79 80 [SEP] [MASK],80
79 81 [SEP] [MASK],81
79 82 [SEP] [MASK],82
79 83 [SEP] [MASK],83
79 84 [SEP] [MASK],84
79 85 [SEP] [MASK],85
79 86 [SEP] [MASK],86
79 87 [SEP] [MASK],87
79 88 [SEP] [MASK],88
79 89 [SEP] [MASK],89
79 90 [SEP] [MASK],90
79 91 [SEP] [MASK],91
79 92 [SEP] [MASK],92
79 93 [SEP] [MASK],93
79 94 [SEP] [MASK],94
79 95 [SEP] [MASK],95
79 96 [SEP] [MASK],96
79 97 [SEP] [MASK],97
79 98 [SEP] [MASK],98
79 99 [SEP] [MASK],99
79 100 [SEP] [MASK],100
79 101 [SEP] [MASK],101
79 102 [SEP] [MASK],102
79 103 [SEP] [MASK],103
79 104 [SEP] [MASK],104
79 105 [SEP] [MASK],105
79 106 [SEP] [MASK],106
79 107 [SEP] [MASK],107
79 108 [SEP] [MASK],108
79 109 [SEP] [MASK],109
79 110 [SEP] [MASK],110
79 111 [SEP] [MASK],111
79 112 [SEP] [MASK],112
79 113 [SEP] [MASK],113
79 114 [SEP] [MASK],114
79 115 [SEP] [MASK],115
79 116 [SEP] [MASK],116
79 117 [SEP] [MASK],117
79 118 [SEP] [MASK],118
79 119 [SEP] [MASK],119
79 120 [SEP] [MASK],120
79 121 [SEP] [MASK],121
79 122 [SEP] [MASK],122
79 123 [SEP] [MASK],123
79 124 [SEP] [MASK],124
79 125 [SEP] [MASK],125
79 126 [SEP] [MASK],126
79 127 [SEP] [MASK],127
79 128 [SEP] [MASK],128
79 129 [SEP] [MASK],129
79 130 [SEP] [MASK],130
79 131 [SEP] [MASK],131
79 132 [SEP] [MASK],132
79 133 [SEP] [MASK],133
79 134 [SEP] [MASK],134
79 135 [SEP] [MASK],135
79 136 [SEP] [MASK],136
79 137 [SEP] [MASK],137
79 138 [SEP] [MASK],138
79 139 [SEP] [MASK],139
79 140 [SEP] [MASK],140
79 141 [SEP] [MASK],141
79 142 [SEP] [MASK],142
79 143 [SEP] [MASK],143
79 144 [SEP] [MASK],144
79 145 [SEP] [MASK],145
79 146 [SEP] [MASK],146
79 147 [SEP] [MASK],147
79 148 [SEP] [MASK],148
79 149 [SEP] [MASK],149
79 150 [SEP] [MASK],150
79 151 [SEP] [MASK],151
79 152 [SEP] [MASK],152
79 153 [SEP] [MASK],153
79 154 [SEP] [MASK],154
79 155 [SEP] [MASK],155
79 156 [SEP] [MASK],156
79 157 [SEP] [MASK],157
79 158 [SEP] [MASK],158
79 159 [SEP] [MASK],159
79 160 [SEP] [MASK],160
79 161 [SEP] [MASK],161
79 162 [SEP] [MASK],162
79 163 [SEP] [MASK],163
79 164 [SEP] [MASK],164
79 165 [SEP] [MASK],165
79 166 [SEP] [MASK],166
79 167 [SEP] [MASK],167
79 168 [SEP] [MASK],168
79 169 [SEP] [MASK],169
79 170 [SEP] [MASK],170
79 171 [SEP] [MASK],171
79 172 [SEP] [MASK],172
79 173 [SEP] [MASK],173
79 174 [SEP] [MASK],174
79 175 [SEP] [MASK],175
79 176 [SEP] [MASK],176
79 177 [SEP] [MASK],177
79 178 [SEP] [MASK],178
79 179 [SEP] [MASK],179
79 180 [SEP] [MASK],180
79 181 [SEP] [MASK],181
79 182 [SEP] [MASK],182
79 183 [SEP] [MASK],183
79 184 [SEP] [MASK],184
79 185 [SEP] [MASK],185
79 186 [SEP] [MASK],186
79 187 [SEP] [MASK],187
79 188 [SEP] [MASK],188
79 189 [SEP] [MASK],189
79 190 [SEP] [MASK],190
79 191 [SEP] [MASK],191
79 192 [SEP] [MASK],192
79 193 [SEP] [MASK],193
79 194 [SEP] [MASK],194
79 195 [SEP] [MASK],195
79 196 [SEP] [MASK],196
79 197 [SEP] [MASK],197
79 198 [SEP] [MASK],198
79 199 [SEP] [MASK],199
79 200 [SEP] [MASK],200
79 201 [SEP] [MASK],201
79 202 [SEP] [MASK],202
79 203 [SEP] [MASK],203
79 204 [SEP] [MASK],204
79 205 [SEP] [MASK],205
79 206 [SEP] [MASK],206
79 207 [SEP] [MASK],207
79 208 [SEP] [MASK],208
79 209 [SEP] [MASK],209
79 210 [SEP] [MASK],210
79 211 [SEP] [MASK],211
79 212 [SEP] [MASK],212
79 213 [SEP] [MASK],213
79 214 [SEP] [MASK],214
79 215 [SEP] [MASK],215
79 216 [SEP] [MASK],216
79 217 [SEP] [MASK],217
79 218 [SEP] [MASK],218
79 219 [SEP] [MASK],219
79 220 [SEP] [MASK],220
79 221 [SEP] [MASK],221
79 222 [SEP] [MASK],222
79 223 [SEP] [MASK],223
79 224 [SEP] [MASK],224
79 225 [SEP] [MASK],225
79 226 [SEP] [MASK],226
79 227 [SEP] [MASK],227
79 228 [SEP] [MASK],228
79 229 [SEP] [MASK],229
79 230 [SEP] [MASK],230
79 231 [SEP] [MASK],231
79 232 [SEP] [MASK],232
79 233 [SEP] [MASK],233
79 234 [SEP] [MASK],234
79 235 [SEP] [MASK],235
79 236 [SEP] [MASK],236
79 237 [SEP] [MASK],237
79 238 [SEP] [MASK],238
79 239 [SEP] [MASK],239
